gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-12.961130385250533,-12.220011954457362,-12.73011130255607
LINC01409,-12.037104207945903,-11.970105312634283,-12.073115172290292
ENSG00000290784,-12.939459840653889,-12.871784498117496,-13.124618333898466
LINC00115,-12.411009946487063,-12.343763091815568,-12.53048253037581
LINC01128,-10.43217154905903,-10.583976385841863,-10.63597990803594
SAMD11,-11.957915739983427,-12.224860862565059,-11.884875030046814
NOC2L,-10.307183078204327,-10.417439444650645,-10.489028550681722
HES4,-10.607614958397733,-10.700845775957411,-11.579700359734924
ISG15,-11.27537622331819,-11.208193780457794,-11.040288471723391
AGRN,-11.625967133025203,-11.58761782060458,-12.098801474373012
C1orf159,-10.876237232227927,-11.037057904096123,-11.114178317741812
SDF4,-9.967980959246532,-10.111408344852856,-10.157781833261916
B3GALT6,-11.085847719863143,-11.141850583677673,-11.301434930512055
UBE2J2,-10.340812925940781,-10.456434223788161,-10.410768096357554
ACAP3,-11.956425943715812,-11.946744328472521,-12.133907887084598
PUSL1,-11.936733592355116,-12.017425950487198,-12.22033180039747
INTS11,-10.9668898301495,-11.21076900666978,-11.167760092947127
CPTP,-12.271398545639164,-12.349437802266955,-12.284451032984496
DVL1,-12.404863240386788,-12.626897047405617,-12.521230444683185
MXRA8,-11.511530747358792,-11.19609189173719,-11.651891570528882
AURKAIP1,-9.295161357169034,-9.396613150351987,-9.385391082796046
CCNL2,-9.211894380721239,-9.209828686100632,-9.521174710487971
MRPL20-AS1,-12.00568670139735,-11.887694321057639,-11.971107066143318
MRPL20,-8.962872729315922,-9.054684064894726,-9.065889219457286
VWA1,-12.357043905011757,-12.561510650412849,-12.886191859009884
ATAD3B,-11.990455668806456,-12.058623727966996,-12.065982408443674
ATAD3A,-11.32697284033735,-11.388391638906732,-11.552827451456258
TMEM240,-12.514065196176276,-12.64737362968578,-12.69595210617417
SSU72,-9.482935974192097,-9.48993852565809,-9.5683496143011
FNDC10,-12.034334741541672,-11.940659345342572,-12.45011582017444
ENSG00000272106,-11.39792661602654,-11.548650182155974,-11.554669832755417
MIB2,-11.239015561588657,-11.329573316820541,-11.394061459277674
MMP23B,-11.892823322555179,-11.882016689411639,-13.146842742750941
CDK11B,-10.385021737230687,-10.593034838674553,-10.556465521329539
SLC35E2B,-10.488983651866238,-10.426362753561456,-10.603485113272251
CDK11A,-10.70971802953594,-10.822460036242234,-10.886340040272712
