gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-13.159735483412883,-12.662392290928759,-12.425170291477345
LINC01409,-12.122888991263281,-12.211817301849269,-12.47949253992323
LINC01128,-10.257243798675368,-10.805529321012163,-10.790622321899129
SAMD11,-12.274626932824802,-11.722848382446786,-11.957590042473687
NOC2L,-10.279228057626078,-10.377679647686158,-10.533423409743143
HES4,-10.840317264671302,-10.580046558290027,-11.892902500078245
ISG15,-11.416878334066041,-11.221826672647737,-11.085364663151324
AGRN,-11.769382083404155,-11.797217917715356,-12.177854574419662
C1orf159,-10.906168544159753,-11.431657761606516,-10.872484870051997
SDF4,-10.137338624090736,-10.098842275680656,-10.10736988995037
B3GALT6,-10.980111856631428,-11.151160197553533,-11.518343954630971
UBE2J2,-10.271162529984357,-10.488286157867709,-10.508165689319842
ACAP3,-12.06505995690731,-11.809521108784951,-12.356125858542137
PUSL1,-12.03234134132925,-11.8669900439892,-12.161835571660168
INTS11,-10.832698476416018,-11.267628821642848,-10.882101377069157
CPTP,-12.19492194589302,-12.464579520256553,-12.432582275695387
DVL1,-12.4758171692117,-13.091323837776157,-12.462358493979112
MXRA8,-11.489982954489074,-11.094135638505911,-11.666268768412055
AURKAIP1,-9.29725581977391,-9.342313217273245,-9.528167507812093
CCNL2,-9.16350203868212,-9.260481482638708,-9.663989346501856
MRPL20-AS1,-12.052077231526743,-11.699542990095717,-11.828486556451361
MRPL20,-8.924755917329907,-9.087952643494575,-9.144049286240952
VWA1,-12.473776424193082,-13.066839768566776,-12.516717858162043
ATAD3B,-11.95545439367979,-12.142758612539598,-12.163127946760744
ATAD3A,-11.569647832092796,-11.283923152224935,-11.597438720383817
TMEM240,-12.741251682401678,-12.798119177537885,-12.824062457297671
SSU72,-9.481373835983968,-9.623895133810507,-9.615118114958888
FNDC10,-12.253686277957907,-11.85179495441753,-12.432957263027111
ENSG00000272106,-11.660756297009675,-11.381318677281408,-11.6822770657097
MIB2,-11.119570181708808,-11.269085798961092,-11.621959475715416
CDK11B,-10.522694226179487,-10.658499073039104,-10.596494990806098
SLC35E2B,-10.326062881879686,-10.423758788828911,-10.79266398476527
CDK11A,-10.698947597360808,-10.709841990046282,-10.99438105147182
ENSG00000290854,-11.410949512116074,-11.576397501034794,-11.90315925183029
NADK,-11.467802860039898,-11.633159536200111,-11.373199374875409
GNB1,-8.62973515684456,-8.890408114993523,-8.899828522119867
PRKCZ,-10.864358874700907,-10.983711476460403,-11.077901320343695
FAAP20,-9.807417526412683,-10.229867772133336,-9.951420817285552
SKI,-10.618413741662678,-10.607852662862102,-10.806401518569277
MORN1,-11.3689974243058,-11.608932444047685,-11.731536659242627
RER1,-10.296146179215034,-10.452541852318232,-10.290758783070247
PEX10,-11.437419933958285,-11.77719236632494,-11.550337222887649
PANK4,-12.437354745711602,-12.111464781252804,-12.455805859301243
PRXL2B,-12.446404138764027,-11.790591468525662,-12.067921064377398
PRDM16-DT,-11.22099339587199,-12.368435988595802,-11.732421666553304
