gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-12.657658198816774,-12.228594968994948,-12.901092720100095
LINC01409,-11.895728850723101,-11.831584018778484,-12.234965040510202
LINC00115,-12.427543043955646,-12.697571686373639,-12.45534982910123
LINC01128,-10.524940764587766,-10.560785852853751,-10.634783923148289
SAMD11,-12.275085671955837,-12.791153499926168,-11.79488504498633
NOC2L,-10.243820636369014,-10.626222766899176,-10.595776813249087
HES4,-10.515625198377414,-10.787947698505906,-11.459962625817042
ISG15,-11.429101095806908,-10.915385127624882,-11.312170027699246
AGRN,-11.654720054624342,-11.781374382734773,-12.38167835582161
C1orf159,-11.018201768895473,-10.823394607130307,-11.06002311595116
SDF4,-10.098954548462801,-10.1336893075431,-10.315226354794707
B3GALT6,-10.926761040309595,-10.961479319502864,-11.46295749218316
UBE2J2,-10.240772269068845,-10.50079076768988,-10.52530465996794
ACAP3,-11.636871229859628,-11.812340128688417,-12.034932900984249
PUSL1,-12.217312461501374,-12.133224336974623,-12.028814857151318
INTS11,-10.83550560445328,-11.071077208995414,-11.013381908409908
CPTP,-11.892511189423812,-12.622115054383592,-12.051252529025145
MXRA8,-11.713941862553728,-11.092636497927884,-11.924348889696722
AURKAIP1,-9.302201724483398,-9.467277297292794,-9.404492788377244
CCNL2,-9.222952063594596,-9.157372065999567,-9.470764458058838
MRPL20-AS1,-11.684897493464986,-12.275222973877343,-11.952571090732496
MRPL20,-8.926100065328807,-9.063070044327398,-9.171733578064073
VWA1,-12.773095770192318,-12.215476692454898,-12.574082763491646
ATAD3B,-12.12789435312026,-11.517754935057889,-12.22526767510612
ATAD3A,-11.024025419250654,-11.24991423997614,-11.435793722238337
TMEM240,-12.818674187842523,-12.537082118584172,-12.45174679392081
SSU72,-9.6821958468256,-9.474208250466521,-9.739288716403804
FNDC10,-12.00200708068065,-11.887772997999416,-12.250325745599792
ENSG00000272106,-11.313662921334714,-11.353716581544425,-11.728133087671385
MIB2,-11.356978013383772,-11.39055290263598,-11.369507478688202
MMP23B,-11.904483546160982,-11.896575409903384,-12.97698247926157
CDK11B,-10.31827807820525,-10.62626470746158,-10.409597513935475
SLC35E2B,-10.498284707482105,-10.572634521700833,-10.535641602873179
CDK11A,-10.680105853407728,-10.663898873447662,-10.960630521576311
ENSG00000290854,-11.492557236244343,-11.146103426729143,-11.690119905782154
NADK,-11.258929258304285,-11.389723818604812,-11.631982869720247
GNB1,-8.668272073105685,-8.792176607734591,-9.00345963255174
PRKCZ,-10.993363894324965,-11.040699697744701,-11.040558041247447
FAAP20,-9.99764018791961,-9.958110853243806,-10.06457162455096
SKI,-10.442516722796464,-10.663871795140087,-10.876994711765475
MORN1,-11.7213715293533,-11.376218593540777,-11.776241311555989
RER1,-10.189131204437624,-10.209407140465176,-10.451270549801624
PEX10,-11.355279997145038,-11.712203924548517,-11.828554973033839
PANK4,-12.563309942297542,-12.23541767190254,-12.283285073240595
PRXL2B,-12.266546878142837,-12.272903774494461,-11.839818706576876
PRDM16-DT,-11.622862679234169,-12.14881042882719,-11.43052339638649
PRDM16,-9.043730215609276,-9.695249932401186,-9.286691575134439
MEGF6,-11.895695720222232,-12.406453523531026,-13.062743406764268
TPRG1L,-11.11789540155425,-11.061669325380034,-11.085942263955848
WRAP73,-11.637729402199945,-11.53154892307088,-11.503309321108969
SMIM1,-11.682883540618693,-11.6372840801941,-11.430523039919011
LRRC47,-10.420289793064963,-10.452226751830374,-10.761713851677332
CEP104,-10.310709360609696,-10.595268418412996,-10.842879469910343
DFFB,-11.94095842948476,-12.514306154491798,-11.889556365700143
C1orf174,-10.958917724621015,-11.31915099695092,-11.388528849306294
NPHP4,-11.223962751791163,-11.683240174773777,-11.211626791155705
KCNAB2,-12.781183055040774,-12.42389784024193,-11.884482617640664
RPL22,-7.105337049650791,-7.262360142740477,-7.285057876362747
RNF207,-9.9841515392674,-9.646278858697752,-9.768533065901863
ICMT,-10.37582726809483,-10.580360111353759,-10.661687298781674
GPR153,-12.383851982565288,-11.833570703686984,-12.555561909292537
ACOT7,-11.412093303428506,-11.636158876414822,-12.094388392050924
PLEKHG5,-12.106712791004151,-12.24809173346978,-12.409240902259521
NOL9,-10.148532568025436,-10.174026251467756,-10.30390008842955
ZBTB48,-11.945076945677686,-12.070518136783742,-12.42535707782339
KLHL21,-10.584197929653236,-10.398796599578347,-10.719463699321908
PHF13,-10.273493031706243,-10.053719973417628,-10.87352965966515
THAP3,-11.165193108287893,-11.44727923463443,-11.334715628508457
DNAJC11,-9.911065902341054,-10.044619706987069,-10.203152314172202
CAMTA1,-8.268778286694538,-8.161370653888955,-8.159518476582319
VAMP3,-10.005006022380213,-9.898974270350774,-10.083099259100049
PER3,-11.207753378612681,-10.774189211935203,-10.97187542225864
PARK7,-8.434225271513924,-8.583128593486084,-8.609627285358362
ERRFI1,-11.264670581974633,-11.410605336158582,-10.957413321647211
RERE,-7.434685375010175,-7.461690750231466,-7.684827267567912
ENO1,-7.065770619182264,-7.400510960684586,-6.819815053281959
GPR157,-11.452546834958442,-11.462583158678857,-11.906062606144523
MIR34AHG,-13.12662553839179,-12.239523106978524,-12.84474728229745
H6PD,-10.884154003518434,-10.810249463713383,-11.73590483187373
SLC25A33,-10.765408929333,-10.675195826105972,-10.642987444070418
TMEM201,-12.414130014699367,-13.094280837714601,-12.795186399317192
PIK3CD-AS2,-12.021927573921815,-12.393817723952452,-12.364726871482278
CLSTN1,-9.979815343369795,-9.840034791869284,-10.380388533493946
CTNNBIP1,-9.96626596944631,-9.766436383227255,-10.326474872258371
LZIC,-9.492545980470423,-9.49781104586055,-9.443427444088911
NMNAT1,-11.149421721010409,-11.010993791351108,-10.881082041321106
UBE4B,-9.182111037530134,-8.871215826504754,-9.56709713947296
KIF1B,-8.509867586978995,-8.389740569543617,-8.771779021921153
PGD,-9.633186218123654,-9.679367243848585,-9.609475509787204
CENPS,-11.16122869403985,-11.128099813122619,-11.528994469768222
DFFA,-9.734240905103334,-9.87640105381119,-9.940784151807344
PEX14,-9.914925949629476,-9.82374574745518,-10.125532565335584
CASZ1,-8.86344346686682,-9.01925261987101,-9.29798166922897
TARDBP,-9.392871493285574,-9.386050457019655,-9.70620254212019
SRM,-10.03860929942287,-10.129285718228743,-10.351770817846338
EXOSC10,-9.732868681741843,-9.734166025760478,-9.860300067547644
MTOR,-9.808558432034925,-9.842189567246802,-10.008609369420865
UBIAD1,-11.30247928944099,-11.12454876359099,-11.089185893322544
FBXO2,-12.362456054657194,-12.043822711861072,-11.796117781510818
FBXO44,-12.1159803824918,-11.912589385274064,-11.42145075351514
MAD2L2,-10.824696009951744,-11.279432959140358,-10.530662750035987
AGTRAP,-11.106249537406368,-10.934501089309677,-10.67650382337238
MTHFR,-10.553439777117404,-10.502039543820658,-10.838063906566546
CLCN6,-10.872710249195286,-10.774324491938211,-10.868162453361563
NPPA,-9.42158323241704,-8.779532270383541,-8.25840457122238
NPPB,-10.591810535148113,-9.791492944101982,-12.096311862666399
KIAA2013,-10.77873143390816,-11.018804520800884,-11.001470131729281
PLOD1,-10.580410786874163,-10.740826937717834,-10.715898752612963
MFN2,-10.158513539160658,-10.28053388225641,-10.414874160221819
MIIP,-12.618103086023547,-12.793301333803393,-12.509228993641912
VPS13D,-9.052401578438793,-9.294654806577077,-9.436271357441285
DHRS3,-10.366452707890046,-11.316150825913098,-11.518047396747708
PDPN,-12.875100101094835,-12.606294158388817,-11.797756481826616
PRDM2,-9.542557620597877,-9.627196855932288,-9.559655635316552
KAZN,-8.270880400568146,-8.16932666838082,-8.469642359647452
TMEM51-AS1,-11.359336937186486,-11.670226770260607,-11.035378879657047
TMEM51,-10.188272066617856,-10.33206827831861,-10.282040157059845
FHAD1,-11.993884370413232,-12.30752093025572,-11.449176340317303
EFHD2,-11.752431093553575,-11.481373406971946,-10.98985037961469
CASP9,-11.041244422812658,-11.07555723301941,-11.30159150013093
DNAJC16,-10.207518337104467,-10.093792181562666,-10.194894174601687
DDI2,-10.19006443182023,-10.294954158790716,-10.271398173137877
PLEKHM2,-9.721871235452962,-9.858752786709385,-10.257204500556355
FBLIM1,-9.958823987000589,-10.045381290417913,-10.216733873239109
UQCRHL,-11.766191271922896,-11.780365153177849,-11.89510802003347
SPEN-AS1,-11.293008224717967,-11.106386598421684,-10.862725806261293
SPEN,-9.059413361965643,-9.061600226936413,-9.301685807254815
ZBTB17,-11.903842074295447,-11.612934977606066,-11.969567896180806
HSPB7,-8.581533772243937,-8.849354293855571,-8.647964171199659
CLCNKB,-12.307911161466258,-13.173909607436785,-12.794537159734437
EPHA2,-12.006524327627234,-12.62779602812019,-12.396473438805875
FBXO42,-9.8620523958666,-9.963821070224132,-10.204750585412214
SZRD1,-10.106009973387465,-10.295805926340343,-10.384658988212871
NECAP2,-11.063063850680907,-11.259292835605754,-11.21865035551694
CROCCP3,-10.48699099926485,-10.496397530225797,-10.629769416310545
NBPF1,-10.280222723718108,-10.034208979103985,-10.454389389889284
CROCCP2,-10.848154014626582,-10.584377147314871,-10.886402585140607
CROCC,-11.188589670633174,-11.347847240868628,-10.957400961426607
ENSG00000238142,-11.768570580107829,-12.811142252983808,-12.143555572805287
MFAP2,-10.30953029428645,-10.381967367387068,-10.627873903667835
ATP13A2,-11.876765181009889,-12.251713712566769,-12.257787613834632
SDHB,-9.645765098256817,-9.721028200087318,-9.801544511399356
RCC2,-9.893190648619687,-10.061805156651754,-10.252476912793172
ARHGEF10L,-11.137587285448305,-11.096850952380395,-10.799546177797987
ALDH4A1,-11.06554979723177,-11.230965594777496,-10.931581133188942
IFFO2,-12.508733039688556,-12.536317710624234,-12.321118731849216
UBR4,-8.702119997057384,-8.989808185872484,-8.95940401718234
EMC1-AS1,-10.89339810884682,-11.666344886041685,-10.824209695640178
EMC1,-11.1726374539286,-10.949094667251078,-11.120958235400346
MRTO4,-10.368794846875582,-10.445607394758971,-10.500244168643587
AKR7A2,-9.982701252026,-10.172320010038927,-10.191467674886804
SLC66A1,-12.42521499887114,-11.933004318052456,-11.976213048264313
CAPZB,-8.56729963422907,-8.61795862003868,-8.70694926595597
MICOS10,-8.529612506539515,-8.807425192721892,-8.602591259636664
OTUD3,-11.246869733238137,-11.09286022701585,-11.316529063362983
CAMK2N1,-13.032105157579583,-12.191995075629643,-12.987344792344544
MUL1,-11.44200731804979,-11.373028695713764,-11.179289480298625
PINK1,-10.416840841018933,-10.351627015166365,-10.47623924103402
PINK1-AS,-12.73453960067288,-12.60437249531945,-12.743573263264997
DDOST,-9.286128648038128,-9.439009305336937,-9.71178889856037
HP1BP3,-8.669054608063167,-8.816345028627424,-8.890343949389319
EIF4G3,-7.915385054472821,-7.91563474851411,-8.06996137046073
ECE1,-9.760955179356403,-10.05851666122738,-10.48288196693997
NBPF3,-10.985388009025089,-11.805614580413822,-11.959769518537895
USP48,-9.166979454040629,-9.212052473528463,-9.330769222377919
HSPG2,-9.766901649595948,-9.955183085854301,-10.063108781107388
LINC00339,-11.498011893361257,-11.707194217638882,-11.557356931067257
CDC42,-8.408305598849248,-8.351288367948877,-8.394545374788493
ZBTB40,-10.395684006842336,-10.392724161029218,-10.6780340586003
EPHB2,-10.108144496933761,-9.96208253643038,-10.23555640065805
KDM1A,-8.646240788751197,-8.750275284735084,-8.70479537297447
ENSG00000240553,-12.7187669110185,-12.141641180599978,-12.157287824206659
LUZP1,-9.352393562069997,-9.19974616259276,-9.356655221072424
LINC01355,-11.555573061134941,-11.631630203891394,-11.691837032140814
HNRNPR,-7.9437367936797765,-8.093705858286462,-8.267995665885119
ZNF436,-10.873698410302625,-11.11880136627919,-11.411717034388253
ZNF436-AS1,-11.885965680592127,-11.632283268741856,-11.095649820902517
TCEA3,-9.052862853092586,-8.92412487021676,-8.838603883882923
ASAP3,-10.480113234244978,-10.584926644215447,-10.819170016324628
ID3,-8.577020377675849,-8.444061409954198,-8.952304436187363
RPL11,-6.481134136052883,-6.606213946145412,-6.614378357236662
ELOA-AS1,-11.022880383066676,-10.79242664793557,-10.998033781466114
ELOA,-9.817339172834808,-10.035981698307447,-10.123826670354102
PITHD1,-10.20984571686834,-10.515862630226133,-10.37337486084812
LYPLA2,-10.457570482065588,-10.803094699982886,-11.046332788047023
GALE,-11.080712922401558,-11.293014760325141,-11.42537388500076
HMGCL,-10.905187509189858,-11.015413750236299,-11.052760010664269
FUCA1,-11.762256100808074,-11.479992215101307,-11.602047434740383
PNRC2,-9.356425616350336,-9.426784558452168,-9.684323553435894
SRSF10,-8.550090684052043,-8.578501963434032,-8.824736886476968
IFNLR1,-11.247290237191427,-11.785784920538042,-12.306886537589333
STPG1,-11.490234593932513,-11.682001264695359,-11.567565871700312
NIPAL3,-10.982893037313618,-11.043916562414449,-10.880213471703264
RCAN3,-10.916771687715046,-10.66720657786496,-11.325313346266881
SRRM1,-8.334098190329005,-8.37220284415507,-8.441436755724482
CLIC4,-8.296873862856577,-8.58106286223478,-8.298236964077432
SYF2,-9.571395978017977,-9.75432293393163,-9.723089199541526
RSRP1,-8.91862305592982,-8.763378938745957,-8.860077149544672
TMEM50A,-8.73750109173856,-8.645470049529639,-8.698865042995793
MACO1,-9.796510445481358,-9.799320710475047,-9.845650847425851
LDLRAP1,-11.931101155127493,-12.281895858463601,-12.162107403553952
MAN1C1,-9.6504525390047,-10.077781680300909,-9.934747103810572
SELENON,-11.001296697872846,-11.17040955444578,-10.975185765810071
MTFR1L,-10.352143971458355,-10.251349693865997,-10.120149972598066
PAQR7,-11.930486396578312,-12.218272195546014,-11.942839011078215
STMN1,-7.479145184020325,-7.826395057883679,-8.082900212772639
PAFAH2,-11.56020813848823,-11.684450714308555,-11.9612697532726
TRIM63,-10.532422716412896,-10.737329264712399,-10.926887792082168
PDIK1L,-11.064608482234215,-10.917127382399107,-11.273898879417512
ZNF593,-10.721790031994221,-10.827802270255448,-10.591996794246505
CEP85,-10.660897714043491,-10.925803086736657,-10.968212005274022
SH3BGRL3,-10.479140610685532,-10.277164047458767,-10.357216305452665
UBXN11,-12.487226962518953,-12.50039390050399,-12.092286753104014
LIN28A,-11.546143205285318,-11.063871469877377,-11.466789043091078
DHDDS,-10.86453991259532,-10.82798668861786,-11.13798682019849
HMGN2,-7.65999413051583,-8.123465080971053,-8.17738452511776
RPS6KA1,-11.842521538461948,-12.696481708610216,-12.16093267432011
ARID1A,-8.695991548638593,-8.837494463912446,-8.981488009351544
PIGV,-13.164554259846572,-13.105822004223503,-12.352860257715653
ZDHHC18,-11.900228334054,-12.18758338088621,-11.940321331500872
GPN2,-11.06312601813803,-11.442995611695718,-11.192242676708855
GPATCH3,-11.870264960762578,-12.73526791948129,-12.448881133709843
NUDC,-9.038136408573074,-9.173213162563973,-9.200246312584243
TRNP1,-10.838380578007024,-10.949688721006565,-10.736844657275515
SLC9A1,-12.178883824154674,-11.715657390255897,-12.418081149158605
WDTC1,-10.744958575674788,-10.918927414136755,-10.78921983579869
TMEM222,-11.260302062076827,-11.469626989369221,-11.197651140478946
SYTL1,-11.446514761974559,-11.472273693325846,-11.327003676822143
WASF2,-9.166330584706062,-9.473899351227232,-9.270313932239464
AHDC1,-10.047346223846668,-10.486417317288192,-10.395179817168549
IFI6,-12.769772998402471,-12.43527438167574,-12.230737509990108
FAM76A,-11.295794731610115,-11.183058728156347,-11.207235533821569
STX12,-10.349420626412188,-10.203038605158811,-10.171741727723342
PPP1R8,-10.704955678497669,-10.681670239963223,-10.661699029018143
RPA2,-10.157697841426957,-10.346291586731752,-10.46324689423281
SMPDL3B,-12.759537087725468,-13.107442317449276,-13.0880147292972
XKR8,-12.282671694477818,-11.766223810905277,-11.8234196522645
EYA3,-9.71148684413862,-9.732055355157513,-9.843474098116857
DNAJC8,-8.904301788579765,-9.12324629900665,-9.03055150960893
ATP5IF1,-8.558597387464669,-8.590130983964311,-8.496250816439924
SESN2,-11.223383061870733,-11.536677763409521,-11.283321167224697
MED18,-11.59723152291834,-11.467656627592776,-12.117466432851966
PHACTR4,-9.012237611753303,-9.18790326740171,-9.25245812894545
RCC1,-10.829569230941267,-10.861305142157477,-11.426985182428384
SNHG3,-10.454513380275795,-10.706669495401398,-10.821949561164374
TRNAU1AP,-10.215929853050142,-10.357313832684914,-10.6966606447757
SNHG12,-12.034065429733454,-11.972502285796766,-12.09840887500416
TAF12,-10.340824142083454,-10.245440088822864,-10.288811089332025
GMEB1,-10.952782584890258,-10.783655246285969,-10.982907154126314
YTHDF2,-9.236204387984145,-9.09291396613738,-9.406707822806215
EPB41,-9.425187460149086,-9.36227026461098,-9.599344549416196
TMEM200B,-12.147944861056947,-11.95409560373346,-12.763693539699759
SRSF4,-8.705826322641778,-8.684806882513536,-8.941921177104096
MECR,-10.898151796370907,-10.880184268337121,-10.895911999605373
PTPRU,-11.912567174021781,-12.087075965225308,-12.217382342930653
SDC3,-10.675875402975416,-10.855546193885857,-10.80570618216565
PUM1,-8.34505226753967,-8.393365668167437,-8.504624468649792
SNRNP40,-9.830985777937492,-10.12636825673068,-10.215542945593205
ZCCHC17,-9.65784341158502,-9.80777729265434,-9.740679265132124
FABP3,-9.225114048834822,-9.049256067745938,-9.330180805321664
PEF1,-10.333323958024678,-10.825187509116555,-10.598249321716205
COL16A1,-11.382766917991288,-11.39555395455706,-11.560648551286565
ADGRB2,-11.000495073189683,-11.483320351436616,-11.171925945653937
PTP4A2,-8.758958706756385,-8.842008132987258,-9.05865096110887
KHDRBS1,-8.005909522710262,-8.129190500244098,-8.250388852928854
TMEM39B,-11.263682537308094,-11.29461110971261,-11.743011839167528
KPNA6,-9.617552041634791,-9.659346315903031,-9.761220027025209
TXLNA,-10.471249852388555,-10.474936253467018,-10.565169820988464
CCDC28B,-10.707041574549631,-10.771131579123853,-10.66590958303244
TMEM234,-11.629234057937216,-11.772093856620048,-12.293496654756467
EIF3I,-9.11512611444327,-9.192829393825003,-9.086479617237718
ENSG00000291132,-12.951405325114886,-12.953298069582683,-12.81241979063805
HDAC1,-9.596311709373055,-9.900240731741926,-10.187259128718155
MARCKSL1,-8.192340993855598,-8.45667180776796,-8.446299920475603
TSSK3,-12.396535471442023,-13.021937063538104,-12.639659414654298
FAM229A,-12.892311913374108,-12.361394444365974,-13.15285667112297
BSDC1,-10.290307384793053,-10.099316110093078,-10.585610573366612
ZBTB8B,-12.202964523675488,-12.208242115520441,-12.63424099477345
ZBTB8A,-10.794585310935025,-10.452386688834519,-10.676428980527497
ZBTB8OS,-9.955539087980467,-9.888588769641146,-10.033404091738525
RBBP4,-8.533466830726029,-8.7647794553139,-8.71541500624364
SYNC,-11.777210361064595,-11.661214015587545,-11.913756112196848
KIAA1522,-12.701666802000966,-12.984323902474182,-11.87710998822172
YARS1,-9.830919846956405,-10.006528019281339,-9.871142663445134
S100PBP,-10.150711397274364,-10.084358255063131,-10.232089364499327
FNDC5,-11.461787393255676,-12.034640340267746,-11.704727879246855
TMEM54,-13.127709778793276,-13.318889060749916,-12.223396426279303
RNF19B,-11.444861084237601,-11.537532240212554,-11.75962876498715
AK2,-9.717020608709054,-9.726255213601982,-9.716242060900791
AZIN2,-12.488362163031438,-12.082411107585997,-11.706471123737858
TRIM62,-12.924146242720733,-12.657503547700395,-12.591130759538197
ZNF362,-10.575623815877659,-10.622448511747775,-10.955284996117792
PHC2,-10.335222225626707,-10.297857458593905,-10.379043706122472
ZSCAN20,-12.587526373230814,-13.045750089546898,-12.794367266043336
TMEM35B,-10.911947157927303,-11.097567004587225,-11.1871261849051
ZMYM6,-10.2602623583921,-10.254689665881209,-10.276334252924574
ZMYM1,-10.391287770408299,-10.217859740931356,-10.34746513745393
SFPQ,-7.6731354103955836,-7.87851404243395,-7.96960454154109
ZMYM4,-8.426649801543837,-8.437528599605626,-8.596615991468978
ZMYM4-AS1,-12.380577145280766,-12.41009765236731,-12.444872941861382
KIAA0319L,-9.35992961574012,-9.29630559595675,-9.426818747296991
NCDN,-11.71698933154858,-11.754954551579026,-12.090477755356579
PSMB2,-9.206666691950788,-9.441535490165563,-9.36612877215547
CLSPN,-10.356549020887007,-11.133970552113931,-11.747216173476781
AGO4,-9.64794307396285,-9.482866677475828,-9.77257174693425
AGO1,-10.39315959947013,-10.279229068551112,-10.627713791330457
AGO3,-8.937728729661938,-9.023021986209644,-9.263791753246224
ADPRS,-10.831147069647189,-10.941727673201944,-10.709812488933682
TRAPPC3,-10.337492294609335,-10.340162427168373,-10.455997266523628
MAP7D1,-10.577849063538553,-10.79344411161982,-10.790279831415223
THRAP3,-8.453941198288513,-8.628743826974816,-8.730250140112819
SH3D21,-11.46935218771239,-11.486236626155007,-10.896622174723843
EVA1B,-11.507192480808014,-11.841879096362842,-12.405936649507371
STK40,-10.917036698669339,-10.822084514929642,-11.084849653393144
LSM10,-10.626550866088479,-11.027092753109086,-10.728557431404827
OSCP1,-11.581001307511588,-11.927262747627891,-11.9186807647514
MRPS15,-9.791882922441966,-10.030774753294992,-9.924078205887858
MEAF6,-9.457556015771424,-9.689408539419404,-9.69722839114928
SNIP1,-10.695572201118841,-10.856210707919237,-11.023038670707537
DNALI1,-10.90920912854688,-10.639282932594694,-11.271310065870322
GNL2,-9.830360667299558,-9.958860486752071,-9.895020430937286
C1orf109,-11.009868090027172,-11.05121866894584,-11.02818718897781
CDCA8,-10.627633962086076,-12.200363405017763,-12.239286019962913
YRDC,-11.610289594641861,-11.175853954728035,-11.427270463181854
C1orf122,-9.822511121468267,-9.78800506114715,-10.008720277907756
MTF1,-11.339607971547391,-11.463025312995262,-11.802669857288638
INPP5B,-11.564794260737951,-11.048773921292307,-11.65851340875516
SF3A3,-9.522933717093535,-9.786105922458734,-9.765281510710537
FHL3,-11.094920345910532,-10.892992801503413,-11.498795047938067
UTP11,-9.74480411523483,-9.977238231201579,-9.845330623362743
RRAGC,-10.855234581370013,-10.812474719377885,-10.861489125843748
RRAGC-DT,-11.081700152199602,-10.97245811329865,-11.286470579599161
MYCBP,-10.347176876380729,-10.510782249651353,-10.639250592223982
AKIRIN1,-8.601566756399057,-8.672757289576746,-8.918679909987171
NDUFS5,-7.8533276836214965,-8.067915872334478,-8.203118217330822
MACF1,-7.329989347851251,-7.247735397721415,-7.563706403135741
PPIEL,-12.454440794140151,-12.142111306027662,-13.06222057672351
PABPC4,-9.391152319058772,-9.763586985838511,-9.909938915903869
PPIE,-10.569103578510735,-10.791121853364197,-10.63648557671823
TRIT1,-9.817919172218657,-10.095662341012869,-10.304048323561913
MYCL,-12.839365586809821,-12.917858867561124,-12.814705863910431
CAP1,-9.363983666006021,-9.533179637276737,-9.561644063751402
PPT1,-10.519380760846943,-10.675928953155982,-10.942376014089824
RLF,-9.122381226216463,-9.06508784482903,-9.231654813971023
ZMPSTE24-DT,-11.643013064915607,-11.943947129580778,-11.826009901658399
ZMPSTE24,-10.40372678533743,-10.36517918457476,-10.684057095674957
SMAP2,-10.700698439763448,-10.961105453262782,-11.089337800056292
ZFP69B,-12.010349015442815,-12.930249801880768,-13.032596852443676
EXO5-DT,-11.643781418514932,-11.585556266087988,-11.990392387045306
EXO5,-13.105355676661079,-12.476714960969444,-13.056973158114484
ZNF684,-11.574505840950405,-11.808761986481008,-11.608633739977593
RIMS3,-12.141392938123209,-12.395761308557972,-12.054908963684824
NFYC-AS1,-12.430825478615509,-12.758767086820392,-12.258515901563674
NFYC,-9.279650666447878,-9.556119883134226,-9.624635188507947
CITED4,-10.292724135790648,-10.19041701577124,-10.026216957745397
CTPS1,-10.55258972117925,-10.618256855654703,-10.77309174111238
SLFNL1-AS1,-12.274201668759762,-12.24555339754341,-12.282297355982951
SCMH1,-7.768277016625051,-7.459592574657324,-8.013695343372946
HIVEP3,-12.016456049481759,-11.48917536374676,-10.965487479610646
FOXJ3,-8.870966058422537,-8.837450281567747,-8.983380429798187
RIMKLA,-11.216022701561071,-11.391770057821125,-11.32903337026927
PPCS,-10.13784578846363,-9.915354362083947,-9.97067387660381
CCDC30,-10.897310087007845,-10.390798372180438,-10.99213348266187
PPIH,-10.167692030684307,-10.476011094772241,-10.520392251632988
YBX1,-6.725710948569055,-6.981981243346105,-7.018642401781648
P3H1,-11.214834870032895,-11.150489198706747,-11.23058827887484
C1orf50,-10.818204098903136,-10.748697399862285,-10.697650477772694
SVBP,-9.64846845506606,-9.895879833354464,-9.877046870202712
ERMAP,-11.162735125760962,-11.013657169015753,-11.360707318096194
ZNF691,-11.753172589632543,-11.985045733826437,-11.848551013493505
SLC2A1,-10.005141989505294,-10.536645801100025,-10.055861169348017
SLC2A1-DT,-13.067917098364056,-11.603097937628364,-12.322475113740028
EBNA1BP2,-10.21674443291991,-10.214568560371616,-10.239150156218862
CDC20,-10.369370796095724,-12.227718554952844,-11.671360667585777
MED8,-10.732901960475193,-10.92065108969517,-11.158571436557539
SZT2,-10.79512992138269,-11.094988050131452,-11.202981988037065
HYI,-11.597843728764444,-10.905983138442961,-11.89317291764281
PTPRF,-10.429710749124967,-10.187578710816839,-10.302836474336805
KDM4A,-9.994649974424311,-10.164194886443694,-10.253132261898035
KDM4A-AS1,-12.60623611741956,-12.786119269792998,-12.618385231028597
ST3GAL3,-9.038225782699067,-8.960254198122268,-9.367105450369477
IPO13,-12.1009523439386,-13.139173904502822,-12.434793576306298
DPH2,-11.965135481864202,-12.467700162717394,-12.609201854847408
ATP6V0B,-9.087735894814495,-8.893406721389994,-9.149357093481354
B4GALT2,-10.966951002441059,-10.943178795656841,-11.122333794608977
CCDC24,-11.761558498107489,-11.67683697063294,-11.920159714426896
SLC6A9,-12.71258809269986,-12.38361020931774,-12.519455372868576
ENSG00000230615,-12.85579009224174,-12.3556700279364,-12.92931137088947
DMAP1,-10.946229052810287,-11.085107300533936,-10.712425978699116
ERI3,-9.55551484971036,-9.682924486823179,-9.727778524972624
RNF220,-10.829844253791164,-10.37118525091714,-10.999450223229681
TMEM53,-12.117305652318988,-12.297684997108325,-11.793216159695808
ARMH1,-11.495019189049556,-11.65774933899992,-11.27783261470217
KIF2C,-10.318387854513524,-11.92138436180878,-12.311606906422893
RPS8,-5.733707968416757,-5.825351335478262,-5.733790861811704
PTCH2,-12.93306194682586,-12.311860588181185,-12.126404955281409
EIF2B3,-9.678022515109392,-9.800234450044496,-9.677933331099945
HECTD3,-11.985731420268335,-12.903142582566687,-12.631029534871251
UROD,-9.85442204626304,-10.19738054711247,-10.17558549669644
ZSWIM5,-9.826977631981256,-9.625921753180167,-9.871550154575361
MUTYH,-11.99875633177768,-11.99414287986334,-12.214512186387555
TOE1,-11.858880353282265,-12.25110389906811,-12.55954715868767
TESK2,-10.874788702647253,-10.83389732303096,-11.146751009478297
PRDX1,-7.667248282198235,-7.441292969537538,-7.356962931425299
AKR1A1,-9.940182963586512,-10.120385229448082,-10.14820373113673
NASP,-7.87691880793458,-8.32700783127284,-8.458573412163917
GPBP1L1,-9.128782637472572,-9.213773498743548,-9.359617762473906
TMEM69,-10.315186666168957,-10.488871628762704,-10.62808319901059
IPP,-10.957793589606386,-10.70584322240259,-11.115676774049499
MAST2,-9.432893083880566,-9.376991476813698,-9.49856991979143
PIK3R3,-10.262537000573277,-10.603103058344058,-10.287298752279005
POMGNT1,-11.325649652943685,-10.794301163207134,-11.095553787513573
LRRC41,-9.763314314971378,-10.067344630616185,-10.0064535412525
UQCRH,-7.639290429990961,-7.864160990368211,-7.785302433146977
NSUN4,-11.035626335139321,-11.28037184297618,-11.654932422617726
FAAH,-12.814983464672405,-13.163474040525537,-12.690220099107796
MKNK1,-11.34273998902151,-11.41556772587159,-11.375298770384562
ATPAF1,-9.764409152021587,-9.55217339435996,-9.767251828575239
