gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
LINC01409,-11.817306347153831,-11.772599333537443,-12.239445343132989
LINC00115,-12.451345485512228,-12.18454202181773,-12.131741485097015
LINC01128,-10.3849227446567,-10.477661467780546,-10.697178017323075
SAMD11,-12.250037645519242,-12.060738508410319,-11.673975634896204
NOC2L,-10.205644773953974,-10.515693085574762,-10.695856082468
HES4,-10.713987568036416,-10.64754360911484,-11.31788890797539
ISG15,-11.171025565577144,-11.132687590448967,-11.152063127652955
AGRN,-11.894718871215254,-11.75998872034201,-12.608088756030487
C1orf159,-10.75245845436065,-11.135895245156958,-11.463773461968717
SDF4,-9.905792761274634,-10.1593368873888,-10.30556765457273
B3GALT6,-11.11529424064697,-11.130214756064627,-11.38581686883073
UBE2J2,-10.22332764005137,-10.43763210969357,-10.319350284890968
ACAP3,-11.951452181876835,-12.055807196061597,-12.023899058365394
PUSL1,-11.727839022632853,-12.510596307841091,-12.234825189377398
INTS11,-10.99741231177517,-11.1222643429443,-11.270321152034457
CPTP,-11.926296232742382,-12.754598823866532,-12.421295353579625
DVL1,-12.571089278382042,-12.62362756822413,-12.474086002905715
MXRA8,-11.423960952936643,-11.305708065490196,-11.520733178413556
AURKAIP1,-9.244877786899545,-9.445615343048422,-9.417793179983025
CCNL2,-9.2382562423849,-9.162758747273772,-9.542088473059364
MRPL20-AS1,-12.300953590757615,-11.852465852075373,-12.028682246113876
MRPL20,-8.94033024413873,-8.998253799068536,-9.098388951961851
ATAD3B,-12.124690037658468,-11.9346892148267,-12.174476060186468
ATAD3A,-11.190354751691467,-11.15634575759698,-11.68834256029903
TMEM240,-12.638392953047891,-12.384973141178731,-12.326597914190309
SSU72,-9.451410281768107,-9.465037667729263,-9.689583710579138
FNDC10,-11.584101224913878,-12.020539397829575,-12.043998769082295
ENSG00000272106,-11.27270130828983,-11.495705219395688,-11.554199723416556
MIB2,-11.345705220833123,-11.202605882462414,-11.350697611033732
CDK11B,-10.3497552378182,-10.673450576895092,-10.503507595963747
SLC35E2B,-10.422926417652512,-10.449444796504965,-10.54710557335399
CDK11A,-10.715511205413595,-10.82427630182765,-10.914656604989974
ENSG00000290854,-11.292673188511012,-11.318251908507959,-11.444475041731808
NADK,-11.41222279625765,-11.241805575651819,-11.581474968141121
GNB1,-8.701399626310952,-8.896468020023057,-9.048317933141357
PRKCZ,-10.845607322525192,-10.815578397725034,-10.870692215430214
FAAP20,-9.856880343352497,-10.096089236173212,-9.968894007542627
SKI,-10.503297845886216,-10.695476228838041,-10.698882195058484
MORN1,-11.54250919861264,-11.657563030370138,-11.924294083793091
RER1,-10.293683780019707,-10.198757131770982,-10.489345174830266
PEX10,-11.77798826312218,-11.635989421328114,-11.534271714655652
PANK4,-12.355964921442776,-12.187912347156617,-11.860482211325364
PRXL2B,-12.332748698787334,-11.954298942108508,-11.9929401185077
PRDM16-DT,-11.57425066280359,-11.925478510965185,-11.588590634791755
PRDM16,-9.473416136398255,-9.564627140887435,-9.483070305439961
MEGF6,-12.330112930649639,-12.191628391395271,-12.429170231447179
TPRG1L,-11.12425010945253,-11.398577175153846,-11.237648640640561
WRAP73,-11.784872165313356,-11.720473942810653,-11.604046223574024
SMIM1,-11.674072460996806,-11.473695829520983,-11.56591480867492
LRRC47,-10.212771547867424,-10.530181807607665,-10.609871222481836
CEP104,-10.425622116994967,-10.466320714570767,-10.542981576499054
DFFB,-12.349860036871302,-12.150419887152436,-11.991247407178545
C1orf174,-11.245709917524465,-11.244222864402422,-11.196224099252792
NPHP4,-11.279390684584648,-11.258199658698963,-11.239418181971153
KCNAB2,-12.781042480203727,-12.97241232012035,-12.321970643885995
RPL22,-7.122628222668319,-7.344564289206893,-7.325696998339362
RNF207,-9.982360073599512,-9.471268743589514,-9.790887347616684
ICMT,-10.431399808973023,-10.480696882541338,-10.809957860072846
GPR153,-12.989043440762861,-12.786892677751577,-12.015981945004825
ACOT7,-11.313470674113324,-11.597940235157425,-11.777057736785455
PLEKHG5,-12.02302178715879,-12.126691761426503,-12.931450346280334
NOL9,-10.228833948067392,-10.05647855152312,-10.46292356971148
ZBTB48,-11.875511016111204,-11.956552597530933,-12.36281194503432
KLHL21,-10.483186001061133,-10.589505455463279,-10.921148103254419
PHF13,-10.118437633347082,-10.314131627979984,-10.678526894386241
THAP3,-11.426592451787943,-11.391749147939072,-11.767608799316834
DNAJC11,-10.02567722758019,-9.874215195500316,-10.085873981375487
CAMTA1,-8.253011544194196,-8.173103003067704,-8.082834405627715
VAMP3,-9.927259325289606,-9.884255697862583,-9.972956261977012
PER3,-11.339017635962433,-10.891334748645107,-11.052045355567822
PARK7,-8.496713534169114,-8.624772297477598,-8.574796998969049
ERRFI1,-11.14581530361942,-10.903188672553801,-11.24647682882976
RERE,-7.460231000373709,-7.415810983160516,-7.600837541749019
ENO1,-7.168837543680053,-7.486415352164505,-6.670945626517775
GPR157,-11.76442781621222,-11.190075959624323,-11.737230652481104
H6PD,-10.933684022036779,-10.912149183230724,-11.091885946770493
SLC25A33,-10.820448216191778,-10.737947177376975,-10.862007682826276
TMEM201,-12.3310368829879,-12.274740568062557,-12.018593027075157
PIK3CD-AS2,-12.299001996775198,-12.428249434601272,-11.805666507599478
CLSTN1,-9.999180767734229,-9.753393719382212,-10.132847059683172
CTNNBIP1,-9.971242332851945,-10.145938435948011,-10.292858629644154
LZIC,-9.491354399661068,-9.46960063012543,-9.529598044133948
NMNAT1,-10.830634268022177,-10.891025903934835,-10.74769510035439
UBE4B,-9.086464046997053,-9.045051845273958,-9.428034468578517
KIF1B,-8.481710533827247,-8.483644692450452,-8.804326259795483
PGD,-9.649927653126607,-9.660162796612955,-9.79408029861386
CENPS,-11.26517380518116,-11.572539621893343,-11.39487266934415
DFFA,-9.586048151799334,-9.924232410243595,-9.870951551029478
PEX14,-10.053165971639075,-9.803530797558814,-10.280937276774253
CASZ1,-8.905536709538733,-8.97079140591049,-9.258583427466258
TARDBP,-9.315204942867602,-9.380359417163765,-9.617441549588904
SRM,-9.82001104119535,-10.126569796774566,-10.106236785429354
EXOSC10,-9.793940124140866,-9.736857923109246,-9.875399923072564
MTOR,-9.8514679124516,-9.814305422129186,-10.042185467609695
UBIAD1,-11.123317184519887,-11.264335576003944,-11.180477402935526
FBXO2,-12.025711322977946,-11.935297400574832,-11.885488601404282
FBXO44,-11.564637690989663,-11.991157472520158,-11.521513737356292
MAD2L2,-10.82163709665063,-10.969319124202322,-10.405607664326773
AGTRAP,-10.796943522671885,-11.056111141333828,-10.723130926217554
MTHFR,-10.42583097431452,-10.494608063727934,-10.653695248605867
CLCN6,-10.659754586086763,-10.544620265473927,-11.152692022634756
NPPA,-8.817857136702743,-8.962343700005428,-8.195988440791156
NPPB,-10.17449567700524,-10.654036779295165,-11.47596995482041
KIAA2013,-10.833423610563267,-10.929492455134682,-11.239821420796623
PLOD1,-10.459721536246457,-10.816520177252727,-10.64315683638471
MFN2,-10.226383231577774,-10.344590556250193,-10.635686486468849
MIIP,-12.630012734112125,-12.953814473957225,-12.591461612775355
VPS13D,-9.141227620983738,-9.359753704996715,-9.432751826524333
DHRS3,-11.066799330676838,-11.218490847237968,-11.547825747788716
PDPN,-12.618688335182474,-12.508223898609357,-12.112873588981255
PRDM2,-9.56464646455259,-9.605401099641567,-9.662656359882535
KAZN,-8.359698147593358,-8.173598404005633,-8.451382149478011
TMEM51-AS1,-11.44977876107272,-11.774900438268102,-10.749871203256456
TMEM51,-10.205713389901174,-10.487929643457855,-10.413132380090119
FHAD1,-11.441725689203578,-11.749907513021252,-11.295968452785026
EFHD2,-11.600463753111173,-11.622553149212255,-10.890810544168374
CASP9,-10.96661913138112,-11.549214291339473,-10.825765688513838
DNAJC16,-9.99493829955948,-9.876777970196429,-10.205648568959349
DDI2,-10.215146911956985,-10.107675435995144,-10.344288524421906
PLEKHM2,-9.918705756305393,-9.82684808356203,-10.084059340632109
FBLIM1,-9.979753172335988,-10.164737005689547,-10.07301383258939
UQCRHL,-11.817824220155972,-11.943625971022078,-11.888219429883021
SPEN-AS1,-11.101835866282238,-10.8477269543416,-11.144571608459806
SPEN,-9.13604400435172,-9.019874644037,-9.355513981697753
ZBTB17,-11.743136253084804,-11.656355467806806,-12.078957931043714
HSPB7,-8.535894393285547,-8.790671638694626,-8.645726942300609
CLCNKA,-13.002601965229385,-12.553497996420043,-12.989961404547712
EPHA2,-12.758948315717555,-12.110815092861417,-12.214417414070567
FBXO42,-9.959644628992335,-9.943590351237766,-10.052651063078162
SZRD1,-10.038928730743173,-10.075218682249579,-10.30375140350544
NECAP2,-10.995483489344753,-11.305748486278615,-11.22856044808818
CROCCP3,-10.324613798917284,-10.632276389462515,-10.533693209306266
NBPF1,-10.371886656477557,-10.087912829727365,-10.299067377498764
CROCCP2,-10.831697757901185,-10.51818486929424,-10.997305630403666
CROCC,-11.24864108394049,-11.61887359828348,-10.89324138638939
ENSG00000238142,-12.094077139679651,-13.005175702360406,-11.587723245818015
MFAP2,-10.405756435171387,-10.591703314541347,-10.743752068863904
ATP13A2,-12.12817408709662,-11.997000875378513,-11.950061112394337
SDHB,-9.81069859166201,-9.86220676939512,-9.693488935106066
RCC2,-9.952918166430493,-10.013828825803122,-10.057300099580244
ARHGEF10L,-11.050358425887046,-11.167531334046464,-11.307528583216008
ALDH4A1,-11.419143562832577,-11.094122031995092,-10.828581816116518
UBR4,-8.852203034673543,-8.854949953392486,-9.087980419663431
EMC1-AS1,-11.193187597845126,-10.960565241597017,-11.175470775302804
