gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-12.694449999183458,-12.227269950810296,-12.811963206899847
LINC01409,-12.455598589491064,-12.058114124553326,-11.976277566700581
LINC00115,-12.414742633958227,-11.948795816645381,-12.330166157896894
LINC01128,-10.532714297520648,-10.489395638057612,-10.851345003742287
SAMD11,-11.744961295662073,-12.19489859302344,-11.994946594849548
NOC2L,-10.375607809921522,-10.41821254987074,-10.473322117823757
HES4,-10.573322210639331,-10.512001470497527,-11.66587799248459
ISG15,-11.247199806402797,-11.041903835809848,-11.146576171957774
AGRN,-11.709168369973174,-11.54631945088383,-12.372140714453664
C1orf159,-10.930836898068058,-10.881797739573123,-11.322703786790314
SDF4,-9.837107432930367,-9.997447548522958,-10.174847387240833
B3GALT6,-11.31361099642015,-11.144803759583771,-11.186740857128376
UBE2J2,-10.327051739561671,-10.355888554412974,-10.303171363026072
ACAP3,-11.951357651800858,-11.849198060338262,-12.508287979152266
PUSL1,-11.91531522055729,-12.045207749551727,-12.301978716314302
INTS11,-10.876080388965724,-11.321855476611619,-11.40146931255904
CPTP,-11.95604470267426,-12.395160256354181,-12.277651463321853
MXRA8,-11.401414151023841,-11.229524447287764,-11.481269128819667
AURKAIP1,-9.267289830251311,-9.393777392553051,-9.409495135067516
CCNL2,-9.135764848046383,-9.094679732761081,-9.597484351898236
MRPL20-AS1,-11.955984697646487,-11.775291293685301,-12.064678128500564
MRPL20,-8.918255387301542,-8.999877796400497,-9.096496708758494
ATAD3B,-12.081479357326529,-12.299297104915583,-12.350476973641294
ATAD3A,-11.329221669094624,-11.251530682201508,-11.513018023535919
SSU72,-9.40780642044537,-9.555823790445949,-9.540591024673672
FNDC10,-12.537008843702115,-12.078843502247178,-12.242140484808798
ENSG00000272106,-11.304376113344734,-11.741856739444147,-11.590351827973246
MIB2,-11.2710216279148,-11.436481192903488,-11.428559942280648
CDK11B,-10.446071332012886,-10.645568923164598,-10.570053157279254
SLC35E2B,-10.383449964625694,-10.57708584029437,-10.727695268224464
CDK11A,-10.583489264059162,-10.74097884821687,-10.824375755224022
ENSG00000290854,-11.36598932625602,-11.355836378313546,-11.731414562550517
NADK,-11.416041922210567,-11.564729460278146,-11.545287188983115
GNB1,-8.645297884864403,-8.724582090076197,-8.941791529777845
PRKCZ,-10.649072166455293,-11.021361720060161,-11.236197432074032
FAAP20,-9.79549736476234,-9.938323678529336,-9.921177681939634
SKI,-10.82177610779183,-10.569226935509306,-10.70518472020624
MORN1,-11.595430335691477,-11.413357541052347,-11.81538138248905
RER1,-10.289323700759311,-10.110071291988499,-10.354531030022665
PEX10,-11.215354707666954,-11.89188588253771,-11.472547758115919
PANK4,-11.825719309719657,-12.436802532008993,-12.077814579351143
PRXL2B,-12.563214742052867,-12.210066692901844,-12.13460237167216
PRDM16-DT,-11.179462863325872,-12.248295595630822,-11.642149633994809
PRDM16,-9.216130995731309,-9.750474472665154,-9.57828249656871
MEGF6,-12.184723215851452,-12.557564391100975,-12.581900723048815
TPRG1L,-11.073655814642326,-11.12318179647254,-11.353231892236423
WRAP73,-11.514970503132432,-11.615380974845033,-11.773067992430523
SMIM1,-11.691894125937784,-11.901957081659804,-11.691298848930376
LRRC47,-10.248222031641141,-10.47202836933029,-10.508572472154603
CEP104,-10.658634476882014,-10.421793914286164,-10.68188937726685
DFFB,-12.259464474130485,-12.440861868956235,-12.231223029581162
C1orf174,-11.481390300016795,-11.453647482064046,-11.37235197498478
NPHP4,-11.151472585978054,-11.250368222378185,-11.207532721066883
KCNAB2,-12.392960575467997,-12.731132293520417,-11.9925375150735
RPL22,-7.127276106524647,-7.309798752026229,-7.338258203965585
RNF207,-9.96725273485492,-9.592183131212112,-9.948595134508453
ICMT,-10.233564298177658,-10.490419587931944,-10.622233275048465
GPR153,-12.320803808082964,-13.047367957945102,-12.357895229371552
ACOT7,-11.380992696408224,-11.375381094100968,-11.640454642023599
PLEKHG5,-12.434065950619093,-12.09188955588744,-11.933634549581228
NOL9,-10.153685932930935,-10.232159729777447,-10.441422969519474
ZBTB48,-11.980200413915723,-11.992144931829454,-12.34360745751032
KLHL21,-10.602934306075744,-10.348533399469119,-10.916262646713408
PHF13,-10.425426094591147,-10.208728853307496,-10.539453892573325
THAP3,-11.347152117076472,-11.482525837376533,-11.496647215435438
DNAJC11,-9.935984744548994,-10.036783105856937,-10.166421409868544
CAMTA1,-8.294144578212538,-8.186166813031589,-8.164166522878189
VAMP3,-9.932179062576653,-9.797151936539779,-9.994703909806608
PER3,-11.152043211626923,-11.330551863377844,-11.175191036033253
PARK7,-8.39274416535027,-8.630044706338225,-8.640616790167307
ERRFI1,-10.731237517609019,-10.928198652895881,-10.956962032354513
RERE,-7.391184501244651,-7.44847452847364,-7.624783864652452
ENO1,-7.163167081751579,-7.426390462176751,-6.7213796298628905
GPR157,-11.906798627515776,-11.24857649521712,-11.553760574003864
MIR34AHG,-12.7557569385918,-11.819994870430653,-13.145130854546633
H6PD,-10.888060183680992,-10.739261417263032,-11.34725338228276
SLC25A33,-10.642083050896575,-10.60358507698343,-10.815824156421519
TMEM201,-12.457537943913668,-12.555901447693426,-12.407194188784572
PIK3CD,-12.65976073214694,-13.09514100195606,-12.804288408074287
PIK3CD-AS2,-12.559292765836869,-12.548995794338506,-12.687350734991279
CLSTN1,-10.00075118105748,-9.864683500185235,-10.232847164791606
CTNNBIP1,-9.86290840386658,-9.993158401063253,-10.308254238565123
LZIC,-9.507792286247913,-9.432930528365109,-9.44503847268082
NMNAT1,-10.975274106677984,-10.9312041720981,-10.8757727972955
UBE4B,-9.06954316289957,-9.055547425974627,-9.46652570539819
KIF1B,-8.436788781712217,-8.419821495146971,-8.843838703251125
PGD,-9.560299437525577,-9.821660523238082,-9.893805971612354
CENPS,-10.931976089407161,-11.172875017493757,-11.373141306517413
DFFA,-9.730240098868958,-9.842328383678252,-9.933547897641855
PEX14,-9.758700126230059,-9.778002628783081,-9.973197372768
CASZ1,-9.015760251039298,-9.023743696581692,-9.208222562040364
TARDBP,-9.214105016613152,-9.364909469496249,-9.586070798664032
SRM,-9.817224740117162,-10.056710071759218,-10.130106675924486
EXOSC10,-9.8121222223719,-9.795113990602491,-9.79719444404008
MTOR,-9.884769752136998,-9.848591361752774,-9.99992457808423
UBIAD1,-11.072590817404796,-11.108814989498782,-11.650499533773601
FBXO2,-12.008042456920885,-12.200951944765563,-12.011786287179172
FBXO44,-11.897184378001022,-11.793858870670725,-12.077625974292992
MAD2L2,-10.760984142144864,-11.149823324735875,-10.598721915621963
AGTRAP,-11.00152354582332,-11.131432102111875,-10.771310038082298
MTHFR,-10.586321524842354,-10.625888230744927,-10.763321580987508
CLCN6,-10.796842835406792,-10.787745588625167,-10.926433480377556
NPPA,-8.224735843224959,-9.051971382203146,-7.195916448604027
NPPB,-10.953577891818567,-9.409522384397857,-7.8066588701909625
KIAA2013,-10.747482128443705,-10.732020159217845,-10.948282372412544
PLOD1,-10.635806800112704,-10.873260080467826,-10.392991108092838
MFN2,-10.153887987285295,-10.278595500529603,-10.514112241018127
MIIP,-12.588296398124804,-12.721029935922777,-12.575872819827985
VPS13D,-9.235749203227565,-9.333403678152244,-9.406786310302012
DHRS3,-10.63637680006521,-10.68871778854268,-11.784116333595376
PDPN,-11.876851264024737,-12.852811006207407,-11.278908106701339
PRDM2,-9.620112505598765,-9.538524468518679,-9.716004560937332
KAZN,-8.352537769324767,-8.232795568876346,-8.475015696586238
TMEM51-AS1,-11.71119793289664,-11.737328406596195,-11.192326430607107
TMEM51,-10.106614498039866,-10.498691316287484,-10.1523459873211
FHAD1,-11.679930641887593,-11.880016465369135,-12.315610819576841
EFHD2,-11.294238505829835,-12.260304417945601,-11.156431423957734
CASP9,-11.076502071151186,-11.127657549488832,-11.283240679552767
DNAJC16,-10.178098457223179,-9.977195890870554,-10.22922799985768
DDI2,-10.166489052270457,-10.064720437750966,-10.230957913664161
PLEKHM2,-9.764621839295604,-9.953037356201898,-10.046551563383847
FBLIM1,-10.004388169327747,-10.19889917177282,-10.310230235129854
UQCRHL,-12.03024781332571,-12.210040085384732,-12.024982064379973
SPEN,-8.992418501134425,-9.118093000567308,-9.369115268841062
