gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000241860,-13.025805455435663,-13.216308347047894,-12.946777653601586
ENSG00000290385,-12.94285796205584,-13.018624172139729,-13.204699780316767
LINC01409,-12.720275766405901,-11.92092742466091,-12.433885204242745
ENSG00000290784,-13.155199117128907,-12.867363272983903,-13.037279695565674
LINC00115,-12.254073604083718,-12.374220531855396,-12.874507379268495
LINC01128,-10.545346428500594,-10.537363087900298,-10.695653340973912
SAMD11,-11.737635325132976,-12.202405998831113,-11.881790643717913
NOC2L,-10.239078965035318,-10.43978159772062,-10.396387868110923
HES4,-10.652275619016704,-10.713463879472803,-11.728077260936498
ISG15,-11.411689093898355,-11.11351892158495,-11.038239540098713
AGRN,-11.632285473097335,-11.757396244460733,-11.985233936282858
C1orf159,-10.875633647714682,-10.918507907435979,-11.130020480003218
SDF4,-9.950648318902555,-10.120118405086275,-10.20540864647672
B3GALT6,-11.067437390449005,-11.134017543699251,-11.216531408599312
UBE2J2,-10.22778341193191,-10.350944146931418,-10.419778769035075
ACAP3,-11.87336231893191,-11.980828174246355,-12.195128202777774
PUSL1,-12.154382644880991,-12.165338039775815,-12.055327761363706
INTS11,-10.83117999183285,-11.192777556314601,-11.16959989800242
CPTP,-12.239548245064645,-12.468575540292564,-12.332140332994765
DVL1,-12.306494433404783,-12.460441066914006,-12.436645988958698
MXRA8,-11.424835443758894,-11.10689622559247,-11.581723449625693
AURKAIP1,-9.328550534615486,-9.432392484535857,-9.329245223033974
CCNL2,-9.250227937461014,-9.210626996073497,-9.594074186327317
MRPL20-AS1,-11.843786068130347,-11.797150010954129,-11.977122538116213
MRPL20,-8.970349625979768,-9.080600651509386,-9.058131982182605
VWA1,-12.379081367101971,-12.83618898195259,-12.53443232821984
ATAD3B,-11.929505926449075,-12.17533777288144,-12.059622782852886
ATAD3A,-11.505361109248469,-11.360374687646146,-11.571460913997193
TMEM240,-12.69550941265096,-12.313912613683742,-12.412931040105871
SSU72,-9.475985070781242,-9.429300490896482,-9.557113872917272
FNDC10,-11.884541837162132,-11.938553050165247,-12.602818617579947
ENSG00000272106,-11.531825329915385,-11.46546460796931,-11.729720872437955
MIB2,-11.25386831195838,-11.349146894528818,-11.44829782505491
MMP23B,-12.075382502681142,-12.145807988897394,-13.133975027849425
CDK11B,-10.41876708524671,-10.583796076245417,-10.528456106349834
SLC35E2B,-10.527134515260654,-10.463956538367519,-10.578837450638074
CDK11A,-10.65888721432532,-10.748326506517325,-10.933557290071839
ENSG00000290854,-11.4592479252467,-11.35056666427759,-11.603470743498724
NADK,-11.266169359856441,-11.324956221027241,-11.540407732918336
GNB1,-8.787998404360021,-8.865109519917551,-8.8729086458488
PRKCZ,-10.95364074980256,-11.184942652040004,-11.182935987558045
FAAP20,-9.691633448595976,-9.989250430854634,-10.038841923400762
SKI,-10.699340028849488,-10.572417280937522,-10.84917203549097
MORN1,-11.511778015148488,-11.54071935842019,-11.91733577867971
RER1,-10.1888290854151,-10.289734949880936,-10.387328633276045
PEX10,-11.557268780093608,-11.581432690453893,-11.734620662213882
PANK4,-12.14793476158102,-12.283802531735232,-11.945314267379954
PRXL2B,-12.200901128191358,-12.131900296745464,-11.966011371017876
PRDM16-DT,-11.359855764197416,-11.840998007043325,-11.531260456558671
PRDM16,-9.37738749771443,-9.484840619760739,-9.42972859786738
MEGF6,-12.257810863898747,-12.32319218482501,-12.820695812140977
TPRG1L,-11.176622005400722,-11.076432492811726,-11.167501255405499
WRAP73,-11.802516758240966,-11.534330665183772,-11.702797411544754
SMIM1,-11.786320765724954,-11.716907036045379,-11.320727185554553
LRRC47,-10.456388799359543,-10.549988458751647,-10.453764544703313
CEP104,-10.525833339721329,-10.444252323738349,-10.50497394807498
DFFB,-11.975889285366238,-12.345362291970837,-11.988623273252426
C1orf174,-11.192707537644628,-11.31183838794205,-11.499462844098645
NPHP4,-11.05049487519653,-11.230572505109624,-11.147521480174788
KCNAB2,-12.428636207662288,-12.394569249011507,-12.236259254791012
RPL22,-7.147497646154573,-7.297183455582146,-7.291006259798106
RNF207,-9.732673539901004,-9.530378443998472,-9.77374253951896
ICMT,-10.465003497084343,-10.53066123549181,-10.633699995482504
GPR153,-12.794107356298557,-12.589037184447248,-12.044831642825097
ACOT7,-11.457846827094007,-11.755690840150255,-11.639465604592719
PLEKHG5,-12.15375894342159,-12.15814931488462,-12.411152971981524
NOL9,-10.180240685892763,-10.23514186614843,-10.316076200184455
ZBTB48,-11.883983252087704,-11.742080760075838,-12.314979754651912
KLHL21,-10.57793989964058,-10.494212227293707,-10.961666569512843
PHF13,-10.54551635925604,-10.175059417810001,-10.608860941189
THAP3,-11.483891201386365,-11.722747973955997,-11.373804584280276
DNAJC11,-10.07367281984148,-10.058346541258821,-10.202272955915635
CAMTA1,-8.24232570887989,-8.21018051909269,-8.195174045606676
VAMP3,-9.97004850919907,-9.893818380084557,-10.023058905051526
PER3,-11.182397113315051,-11.14233153536914,-11.005109778092253
PARK7,-8.471686122481978,-8.55088493697311,-8.542516626011338
ERRFI1,-11.161895535164916,-11.217463597908267,-11.022297524466307
RERE,-7.478923080548332,-7.472361157916852,-7.669880195117392
ENO1,-7.202651200630479,-7.515677436079401,-6.7782209078512805
GPR157,-11.834170222369778,-11.482752174974106,-11.699830443068901
MIR34AHG,-12.46258523124337,-12.498950853227308,-12.724351269842138
H6PD,-10.999445227307609,-10.95306811967053,-11.517095232882104
SLC25A33,-10.713514617061396,-10.69744654443675,-10.851578234310429
TMEM201,-12.628521258179477,-12.542431616951163,-12.247332763943097
PIK3CD-AS2,-12.60691880555448,-12.803186048650035,-12.223131551334488
CLSTN1,-10.04354190661689,-9.860388039895195,-10.289911749629326
CTNNBIP1,-10.009130915176668,-10.038822642781339,-10.06351416782632
LZIC,-9.46463614599633,-9.517250061746532,-9.469134068328863
NMNAT1,-10.807593875360268,-10.883225470193622,-10.904484846275011
UBE4B,-9.182432427235122,-9.062889305214359,-9.52953996851831
KIF1B,-8.516321347863391,-8.475811308323426,-8.72586124548649
PGD,-9.576250619031402,-9.693469736957447,-9.763939453561878
CENPS,-11.126798118342858,-11.29109367877274,-11.505765231498856
DFFA,-9.80673132102916,-9.918385876335556,-9.844458857524014
PEX14,-9.967453913266697,-9.959800856265437,-10.035761012378334
CASZ1,-9.051670087264778,-9.04645759988067,-9.189989681248882
TARDBP,-9.396755458364684,-9.39284673102781,-9.472343458493873
SRM,-9.934227951442193,-10.1484025306051,-10.14964970087417
EXOSC10,-9.731228666322396,-9.760824736058769,-9.900916745316726
MTOR,-9.913873691075466,-9.877634432284022,-9.913594247653622
UBIAD1,-11.270515241725167,-11.313710143870168,-11.39497509992515
FBXO2,-12.522861276815647,-12.118855158797967,-12.011533832034013
FBXO44,-12.00083969798832,-12.049492525041313,-11.458760978668613
MAD2L2,-10.753387594673393,-11.07172828180977,-10.579800390044383
AGTRAP,-10.998257515107968,-11.122414501423489,-10.650553921062738
MTHFR,-10.485251305720828,-10.40492640356571,-10.74836752702873
CLCN6,-10.862924081858552,-10.806408917910518,-11.012385154231966
NPPA,-8.577936575577475,-8.65421690904476,-8.06373196353577
NPPB,-10.836648150981391,-10.025490037825767,-9.671490796429321
KIAA2013,-10.919803265974974,-10.870712418883965,-11.08203351041363
PLOD1,-10.596202069077485,-10.816668995528342,-10.510482261929747
MFN2,-10.132108367030632,-10.243544837418266,-10.354089070924838
MIIP,-12.302986275428507,-12.616867410587487,-12.636210807476008
VPS13D,-9.231976661287048,-9.363517017053733,-9.404327585461553
DHRS3,-10.569844551262701,-11.051144152555706,-11.544950243652638
PDPN,-12.911257695683902,-12.013812398953348,-12.023961282428088
PRDM2,-9.577843950684466,-9.465073259990053,-9.666228044603068
KAZN,-8.298788325472579,-8.267479886580523,-8.47398838939709
TMEM51-AS1,-11.659652478543666,-11.615215815264142,-11.023393865469613
TMEM51,-10.224604108718692,-10.43783871352531,-10.236353468166081
FHAD1,-11.675777717296107,-11.868133149899744,-11.530037828655672
EFHD2,-11.379089437827005,-11.814415852554811,-11.062096634842936
CASP9,-11.04906867788222,-11.202385713784484,-11.06974075951605
DNAJC16,-10.166917829531926,-10.180307165571305,-10.251385662400795
DDI2,-10.12037867856341,-10.217648372315724,-10.239709938894952
PLEKHM2,-9.966435304470894,-9.742593020436017,-10.148888853178038
FBLIM1,-9.992132909289488,-10.082516890594038,-10.111147981879519
UQCRHL,-12.04318050671088,-12.004917940475204,-11.986255421928044
SPEN-AS1,-11.14171335347978,-11.008138933339366,-11.063950675459376
SPEN,-9.144310387998821,-9.162716264452055,-9.359039785934247
ZBTB17,-11.628126324475307,-11.560285941239867,-11.912912972959973
HSPB7,-8.625596522327307,-8.827099967564331,-8.57730403088739
EPHA2,-12.132954298944842,-11.89372414408837,-12.65105236965166
FBXO42,-9.843180676847846,-10.000797954017132,-10.072590582789752
SZRD1,-10.123255145799709,-10.145378642533307,-10.263533846283973
NECAP2,-11.16035334126144,-11.253831786854843,-11.202419069282856
CROCCP3,-10.443728363566416,-10.410102902290697,-10.667465896060795
NBPF1,-10.379632622251293,-10.076750685559295,-10.41449346432472
CROCCP2,-10.910588784203467,-10.587001468296204,-11.19106604042972
CROCC,-11.482081645975313,-11.697690398679276,-10.750926318175658
MFAP2,-10.289656222139566,-10.297523867032984,-10.66434120251665
ATP13A2,-11.94996020164974,-12.203046334437731,-11.768696182493835
