gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-12.619545832966653,-12.156236295800216,-12.620140281388762
LINC01409,-12.153226605286983,-11.947991159556215,-12.473437036820362
ENSG00000290784,-12.654070588932857,-12.803264439513335,-13.178596977169835
LINC00115,-12.524488789274344,-12.339211942905662,-12.587839343257219
LINC01128,-10.535342665053621,-10.623818442011226,-10.582093537699837
SAMD11,-11.955701382617729,-12.1262381763695,-12.049327038793239
NOC2L,-10.264118534125428,-10.533679242322728,-10.447976176734002
HES4,-10.680524085192172,-10.674000343479745,-11.861185617600794
ISG15,-11.145295662511145,-11.200886077939712,-11.001509575059764
AGRN,-11.674594548200439,-11.81086416304648,-12.149038534276205
C1orf159,-10.800649266175682,-11.109522812780195,-11.147664879049627
SDF4,-10.014607564517021,-10.131310580006966,-10.202284213612062
B3GALT6,-11.17213659613364,-11.251597325091629,-11.252828680326193
UBE2J2,-10.289870353807089,-10.498838769272286,-10.472902896942243
ACAP3,-12.006260218495923,-12.017073098704243,-12.13598712877515
PUSL1,-11.960575777121203,-11.98371383292533,-12.48700273374985
INTS11,-10.94592210286432,-11.193066020370079,-11.443877772278222
CPTP,-12.343152717353593,-12.456442370510606,-12.200380933684281
DVL1,-12.214370443041913,-12.709955666960214,-12.416988437166932
MXRA8,-11.496487706199597,-11.204747471059282,-11.684615260099964
AURKAIP1,-9.257553316846593,-9.286418918761775,-9.361332333486905
CCNL2,-9.215733932119914,-9.256167483729126,-9.574557720582657
MRPL20-AS1,-11.9968988418214,-11.836936220686654,-11.904402526841992
MRPL20,-9.011132541208266,-9.044404298207898,-9.061645638145649
ATAD3B,-11.829816073298897,-12.051943393674303,-11.828934813562256
ATAD3A,-11.351320294422866,-11.34184348987071,-11.523622328515259
TMEM240,-12.446423872020887,-12.49043247908302,-12.634957698323968
SSU72,-9.472948337389033,-9.441637793032895,-9.549273081545069
FNDC10,-11.92488670107738,-11.936949521941704,-12.737815310660398
ENSG00000272106,-11.439592960923388,-11.615864045410465,-11.582311334196874
MIB2,-11.224878834911976,-11.12699644075563,-11.416831697333173
MMP23B,-11.7586738303411,-12.22086705743955,-13.16861442455409
CDK11B,-10.371563193226464,-10.561909213890031,-10.672933947099736
SLC35E2B,-10.546483939952081,-10.448453377836193,-10.682302855545217
CDK11A,-10.771687849590503,-10.927233909359279,-10.90205483827971
ENSG00000290854,-11.469562234911697,-11.3367026966916,-11.878808989428224
NADK,-11.398374330274288,-11.350569008708618,-11.269242837253184
GNB1,-8.700781958258542,-8.776763992708768,-8.888644218905942
PRKCZ,-10.839134261813415,-10.989819552137902,-10.951882951304631
FAAP20,-9.762149451654246,-9.859227247959518,-9.83082754676504
SKI,-10.577413273485783,-10.648721680158415,-10.706144640815936
MORN1,-11.578416546216088,-11.7974179383946,-11.904792398941305
RER1,-10.25658149042337,-10.167547110043374,-10.37729493506261
PEX10,-11.26525015158762,-11.506995974915812,-11.457619596148131
PANK4,-12.17842446730173,-12.487689279562371,-12.007387957264678
PRXL2B,-12.226434262073703,-12.191211929103593,-11.978617928419409
PRDM16-DT,-11.308886473864879,-11.822114774976233,-11.437958958216685
PRDM16,-9.30845742394109,-9.607446279456978,-9.503964012931975
MEGF6,-12.363875769517188,-12.376818099152342,-12.463906274075473
TPRG1L,-10.99641050116904,-11.27843181015788,-11.239377359957558
WRAP73,-11.666196984004227,-11.748412555569935,-11.589156644281118
SMIM1,-11.613094822257594,-11.647965965513242,-11.728530787117059
LRRC47,-10.251969369301598,-10.520036313866008,-10.401674330481622
CEP104,-10.538147748392499,-10.530092808115354,-10.605912900805574
DFFB,-11.913264186169055,-11.986406634935104,-12.053787030069055
C1orf174,-11.161929057401311,-11.315598400489344,-11.281102691525765
NPHP4,-11.017656143832667,-11.256440714042775,-11.186953594037918
KCNAB2,-12.601784631844733,-12.47347603223071,-11.815958321208202
RPL22,-7.111631091422468,-7.233682693026784,-7.28773140070908
RNF207,-9.971572863837052,-9.569111530187966,-9.810267664208823
ICMT,-10.403555645576688,-10.475525902390135,-10.564219389601083
GPR153,-12.460088072617967,-12.320618787886065,-12.310379625257339
ACOT7,-11.415802174818982,-11.803775910045989,-11.929568178957103
PLEKHG5,-11.796446041824359,-11.991033432146153,-12.256642674740146
NOL9,-10.173882610366674,-10.211675568955382,-10.38128941640591
