,gene,sg^Ind1^Rep1^CellType
519,gene-661,0.1556979465055547
520,gene-662,0.1994477175161365
521,gene-663,-0.18951247716765712
522,gene-664,0.2047566885637764
523,gene-665,-0.24904443130312973
524,gene-667,-0.13858820197467034
525,gene-669,0.10089388506751366
526,gene-670,0.08842413040640205
527,gene-672,0.08220007336775474
528,gene-674,0.2119380182715851
529,gene-675,0.35165940053276395
530,gene-676,-0.07931939553427014
531,gene-679,0.055637801326817275
532,gene-680,-0.21442634332365887
533,gene-681,-0.36866085195257986
534,gene-682,-0.23503804376619192
535,gene-685,-0.08747543909921157
536,gene-686,0.07991954432593928
537,gene-687,-0.4632127176481262
538,gene-688,-0.19424711485882543
539,gene-689,-0.07036429522167961
540,gene-690,0.26050806771925045
541,gene-691,0.004397611212070298
542,gene-692,-0.2871780462174236
543,gene-693,0.18967148964701155
544,gene-694,0.14194779758453877
545,gene-695,0.08624309546197036
546,gene-696,-0.1831881748318836
547,gene-697,0.2593229620820984
548,gene-698,-0.16844120183395367
549,gene-699,0.08941057115462676
550,gene-700,0.028543054698602174
551,gene-701,0.5112820968082232
552,gene-702,-0.0800611241993252
553,gene-703,-0.27343372686834044
554,gene-704,-0.5896713649207115
555,gene-705,-0.04323823573782795
556,gene-706,-0.12770705423335826
557,gene-707,-0.20105789285383582
558,gene-708,0.18248186412305506
559,gene-709,-0.2009937050269244
560,gene-710,-0.4394737138437997
561,gene-712,-0.022576297680455253
562,gene-714,-0.31065187327252614
563,gene-716,-0.049960369718540634
564,gene-718,-0.1637981804373077
565,gene-719,-0.28716815520750316
566,gene-720,0.13569908878185186
567,gene-722,0.05118499404212425
568,gene-724,0.10720092043801457
569,gene-725,-0.29615098013088204
570,gene-726,0.1231135375373533
571,gene-727,-0.0698021261201767
572,gene-728,-0.05564490808575333
573,gene-729,-0.14854235553956838
574,gene-731,0.07687737766325835
575,gene-732,0.2760917286908472
576,gene-733,0.25141336233194167
577,gene-734,-0.20700188216562765
578,gene-735,-0.513394278355694
579,gene-736,-0.47997444675880263
580,gene-737,0.01940838168682997
581,gene-738,0.07721785043982972
582,gene-741,-0.28117540557855486
583,gene-742,0.22152448026038843
584,gene-743,0.15592892280591275
585,gene-744,0.07320748879688198
586,gene-746,0.0827839108641867
587,gene-747,0.11426111298995788
588,gene-748,-0.04632938016555946
589,gene-749,0.04268846657654982
590,gene-750,-0.03918124210870379
591,gene-751,-0.014470223722692951
592,gene-752,-0.06655393134748523
593,gene-753,-0.34673853680041955
594,gene-754,-0.045091079552047754
595,gene-755,-0.11215458806281828
596,gene-756,0.010310263007834596
597,gene-757,0.2196788208161847
598,gene-758,0.12845722332918538
599,gene-759,0.25774231219378047
600,gene-760,-0.41271629608888816
601,gene-761,0.13212893352907068
602,gene-762,-0.032374667986879005
603,gene-763,0.09460612613510125
604,gene-764,-0.3523748509381761
605,gene-765,-0.13685997641226424
606,gene-766,0.24929078743825336
607,gene-768,0.20298267458476
608,gene-770,0.22546161065667283
609,gene-773,-0.6768641563917478
610,gene-774,0.2795340406509652
611,gene-776,0.301871861138526
612,gene-777,-0.33850450235544816
613,gene-778,-0.394585500112239
614,gene-779,0.3791814252760269
615,gene-780,-0.09660847744757822
616,gene-781,-0.1204061653916924
617,gene-782,-0.10130514412941234
618,gene-783,0.3763247706203288
619,gene-785,0.052637821434465965
620,gene-786,0.34126674298307685
621,gene-787,0.0801676026939155
622,gene-788,-0.16644801064865433
623,gene-789,0.2688644481118167
624,gene-790,0.27688366510951556
625,gene-791,0.14200767313777604
626,gene-792,-0.2442008625560349
627,gene-794,-0.052746234303569416
628,gene-795,-0.026262635413917903
629,gene-796,0.36665468358388514
630,gene-798,-0.07562953042922521
631,gene-799,0.04419547911115983
632,gene-800,0.20918218930559715
633,gene-801,-0.23707873453864187
634,gene-802,-0.2746056985671394
635,gene-804,-0.15479608833005543
636,gene-806,0.5413961307400186
637,gene-807,0.14282880666177522
638,gene-808,-0.48680900704126273
639,gene-809,0.05792032511401489
