,gene,sg^Ind1^Rep1^CellType
1407,gene-1800,-10.400636512411937
1408,gene-1801,-10.394762500206093
1409,gene-1802,-10.077707845560168
1410,gene-1803,-10.304587195185926
1411,gene-1804,-10.9502446010942
1412,gene-1805,-10.571514391254496
1413,gene-1807,-10.521510370996022
1414,gene-1808,-10.325042361617987
1415,gene-1809,-10.059028113327399
1416,gene-1810,-9.725920796165594
1417,gene-1811,-9.709276478163963
1418,gene-1812,-11.41004125319072
1419,gene-1813,-10.943624590637464
1420,gene-1814,-8.828378099683967
1421,gene-1815,-9.699243070483272
1422,gene-1816,-10.27370652172849
1423,gene-1817,-9.595946648255467
1424,gene-1818,-9.851131473019404
1425,gene-1819,-9.120675938110805
1426,gene-1820,-10.756960385355068
1427,gene-1821,-10.716151223490439
1428,gene-1822,-8.940370590848563
1429,gene-1823,-9.25538611447712
1430,gene-1824,-8.772666656772028
1431,gene-1825,-9.214689587751023
1432,gene-1826,-10.326262296650096
1433,gene-1827,-10.455146716865741
1434,gene-1829,-9.785192501636914
1435,gene-1830,-10.48163455444046
1436,gene-1831,-10.997576283871268
1437,gene-1832,-9.719529961662346
1438,gene-1833,-9.459470626304311
1439,gene-1834,-9.854263558225902
1440,gene-1835,-9.012300647880746
1441,gene-1836,-10.03561800381857
1442,gene-1837,-10.711349718050739
1443,gene-1838,-8.20368040747168
1444,gene-1839,-8.989965161503726
1445,gene-1840,-11.04665128149312
1446,gene-1841,-10.784810317427729
1447,gene-1844,-9.059299812097132
1448,gene-1845,-9.222450226539966
1449,gene-1847,-10.997573374685375
1450,gene-1848,-10.420193286273001
1451,gene-1851,-10.22085059599314
1452,gene-1855,-11.05816093894469
1453,gene-1856,-8.32078814407427
1454,gene-1857,-8.287960533437294
1455,gene-1859,-11.511926629380397
1456,gene-1860,-10.925829694254338
1457,gene-1861,-11.37643634753778
1458,gene-1862,-9.42367247164084
1459,gene-1863,-11.618844491216432
1460,gene-1864,-10.198687264724759
1461,gene-1865,-9.412648386143774
1462,gene-1866,-10.215752627633593
1463,gene-1867,-10.943936455121243
1464,gene-1868,-9.495255226331167
1465,gene-1869,-11.533773291257305
1466,gene-1870,-9.514830583692524
1467,gene-1871,-9.62385513158021
1468,gene-1872,-10.50859950766106
1469,gene-1873,-11.414214583823627
1470,gene-1874,-8.733567338886393
1471,gene-1875,-9.95311979845893
1472,gene-1876,-10.883130688062622
1473,gene-1878,-10.558122358217386
1474,gene-1879,-10.545524216883592
1475,gene-1880,-9.788479791479844
1476,gene-1883,-8.668178245913078
1477,gene-1884,-10.340713317979205
1478,gene-1885,-10.716399501997184
1479,gene-1886,-8.900652919891815
1480,gene-1887,-10.51597966058231
1481,gene-1888,-9.067460831556959
1482,gene-1889,-11.042365945608333
1483,gene-1890,-9.595861648129592
1484,gene-1891,-9.746030053890967
1485,gene-1892,-11.494856701492006
1486,gene-1893,-8.536863098791954
1487,gene-1895,-10.263792239338738
1488,gene-1896,-10.38249909985471
1489,gene-1897,-10.646535549305273
1490,gene-1898,-10.606772147487733
1491,gene-1899,-10.008946548223145
1492,gene-1900,-10.901937313997662
1493,gene-1901,-11.272786315191594
1494,gene-1902,-9.652404607059394
1495,gene-1903,-10.976901086230168
1496,gene-1904,-11.161831768974158
1497,gene-1907,-8.305777617703491
1498,gene-1908,-7.434764716276313
1499,gene-1909,-7.701958273998051
1500,gene-1912,-11.434426916194877
1501,gene-1913,-11.390219385132372
1502,gene-1914,-9.496880753165655
1503,gene-1915,-11.145589304586657
1504,gene-1916,-10.445480511985867
1505,gene-1917,-8.712810731475447
1506,gene-1918,-9.125383045887409
1507,gene-1920,-9.864993679434773
1508,gene-1921,-10.596143035826694
1509,gene-1922,-8.001360464826094
1510,gene-1923,-8.273740689923427
1511,gene-1924,-8.538757592490665
1512,gene-1925,-8.836818608990022
1513,gene-1926,-8.448280742650587
1514,gene-1932,-9.211644048305487
1515,gene-1933,-11.002883656037323
1516,gene-1934,-8.091598622699976
1517,gene-1935,-9.76170550185321
1518,gene-1936,-11.48617789652813
1519,gene-1938,-8.736840591397703
1520,gene-1939,-9.831470907063789
1521,gene-1940,-9.296493729489562
1522,gene-1942,-9.135303168448498
1523,gene-1943,-9.949616704736894
1524,gene-1944,-7.618022305602332
1525,gene-1945,-9.156081430808443
1526,gene-1946,-10.056567512574782
1527,gene-1947,-10.535127109838426
1528,gene-1950,-8.558228657229385
1529,gene-1951,-9.71587133982675
1530,gene-1952,-8.689045762023637
1531,gene-1953,-7.853867860356169
1532,gene-1954,-9.479964104458709
1533,gene-1955,-10.86923433495277
1534,gene-1956,-9.422754526079592
1535,gene-1957,-9.412155375299292
1536,gene-1958,-9.324455599340563
1537,gene-1959,-9.437643077307424
1538,gene-1960,-8.28687729126188
1539,gene-1961,-10.022187951872684
1540,gene-1962,-10.802107392961359
1541,gene-1963,-8.788421498470525
1542,gene-1964,-8.809450144803023
1543,gene-1965,-10.874416773553927
1544,gene-1966,-11.113638523393925
1545,gene-1967,-10.925024420906626
1546,gene-1969,-9.658202242469864
1547,gene-1970,-9.759999099947024
1548,gene-1972,-10.860100023130643
1549,gene-1975,-10.468901396457797
1550,gene-1976,-8.911014744757484
1551,gene-1977,-10.661961147650157
1552,gene-1979,-11.553070099921337
1553,gene-1980,-10.237771892826423
1554,gene-1981,-10.45178360908868
1555,gene-1982,-9.6308467571859
1556,gene-1983,-9.217561855768546
1557,gene-1984,-10.235598403503348
1558,gene-1985,-9.208709045447025
1559,gene-1986,-9.553699910649643
1560,gene-1987,-11.510132209930038
1561,gene-1988,-9.477648601274362
1562,gene-1989,-8.644529008735834
1563,gene-1990,-10.858680608853648
1564,gene-1991,-11.610237184955318
1565,gene-1992,-7.754821685726725
1566,gene-1993,-7.456179576203478
1567,gene-1994,-7.524261018085032
1568,gene-1995,-7.583896589832753
1569,gene-1996,-7.62376412025327
1570,gene-1997,-11.561318682299493
1571,gene-1998,-7.298458553737719
1572,gene-1999,-9.644595565162138
1573,gene-2000,-8.112469286789823
1574,gene-2001,-7.764798917478776
1575,gene-2002,-7.968206579700049
1576,gene-2003,-11.534289710573033
1577,gene-2004,-9.822746975680845
1578,gene-2005,-10.750789759045016
1579,gene-2007,-10.750135996253015
1580,gene-2008,-10.15247873546845
1581,gene-2009,-9.84955356808662
1582,gene-2010,-11.102475555075596
1583,gene-2011,-8.88182255775575
1584,gene-2012,-10.751997425729414
1585,gene-2014,-11.012548744637806
1586,gene-2015,-11.315625697401849
1587,gene-2017,-11.501821495809148
1588,gene-2018,-10.177554722016778
1589,gene-2019,-8.818010549917162
1590,gene-2020,-9.533525061451506
1591,gene-2021,-9.835690269438016
1592,gene-2022,-9.025064721138639
1593,gene-2025,-10.733971970404685
1594,gene-2026,-10.229349998388477
1595,gene-2027,-10.289939334027633
1596,gene-2028,-9.654473506146747
1597,gene-2030,-9.802314171021623
1598,gene-2031,-8.185727387234953
1599,gene-2033,-10.761486888337842
1600,gene-2034,-8.538281722252673
1601,gene-2036,-8.882021024369182
1602,gene-2037,-10.011538641199426
1603,gene-2038,-9.296379607647683
1604,gene-2039,-10.072640991214431
1605,gene-2040,-10.346945786138052
1606,gene-2041,-8.834638751710768
1607,gene-2042,-11.382005168379857
1608,gene-2043,-10.80005669367378
1609,gene-2044,-10.646611688777677
1610,gene-2045,-10.865734220393666
1611,gene-2046,-10.460901948250656
1612,gene-2047,-10.42579392851471
1613,gene-2048,-9.85284968778358
1614,gene-2050,-10.727651681024765
1615,gene-2051,-10.569660406067673
1616,gene-2052,-11.226908367235708
1617,gene-2053,-10.761619386641138
1618,gene-2054,-11.132493635237214
1619,gene-2055,-11.034170720041493
1620,gene-2056,-9.641121614848654
1621,gene-2059,-9.174089105004716
1622,gene-2060,-10.413748181064886
1623,gene-2061,-11.615688454793265
1624,gene-2062,-11.009668433195774
1625,gene-2064,-9.865067902480469
1626,gene-2065,-9.617845506179938
1627,gene-2066,-11.026184901241768
1628,gene-2067,-11.134430718220164
1629,gene-2068,-8.3338997055064
1630,gene-2069,-11.563488669863208
1631,gene-2070,-10.633798587908926
1632,gene-2071,-10.195845767422334
1633,gene-2072,-11.369065401470545
1634,gene-2074,-10.265851336030467
1635,gene-2076,-9.716732226992262
1636,gene-2077,-11.106383823003341
1637,gene-2078,-9.963848756880097
1638,gene-2079,-11.06801275167276
1639,gene-2080,-7.669096476000677
1640,gene-2081,-9.678378788634298
1641,gene-2082,-11.38897227079916
1642,gene-2084,-10.829441782418584
1643,gene-2085,-9.644620079385833
1644,gene-2087,-8.954734855671708
1645,gene-2088,-8.80909390986253
1646,gene-2089,-9.039422267103012
1647,gene-2090,-10.28875950171026
1648,gene-2091,-8.953775209460204
1649,gene-2092,-10.729821530969431
1650,gene-2093,-8.361179835487219
1651,gene-2094,-9.83381090703088
1652,gene-2095,-9.753264281784364
1653,gene-2097,-10.141915267569075
1654,gene-2098,-11.127867791311653
1655,gene-2099,-11.21259148105696
1656,gene-2100,-11.035039683052327
1657,gene-2101,-9.882336463314987
1658,gene-2102,-7.675796709004222
1659,gene-2103,-8.234531246906947
1660,gene-2104,-8.236862196774904
1661,gene-2105,-9.928425379955275
1662,gene-2106,-10.554631945797254
1663,gene-2107,-10.688893913704616
1664,gene-2108,-11.377614011259054
1665,gene-2109,-9.908829566141469
1666,gene-2110,-10.242474277362943
1667,gene-2112,-9.22786795031841
1668,gene-2113,-8.943177023009842
1669,gene-2114,-11.514652693174142
1670,gene-2115,-10.808256060680502
1671,gene-2116,-9.288704093908546
1672,gene-2117,-9.753254625189276
1673,gene-2118,-11.357854079943502
1674,gene-2120,-8.65833574026183
1675,gene-2121,-10.932651960832551
1676,gene-2122,-8.52893745066645
1677,gene-2124,-8.90517804934644
1678,gene-2125,-7.887360224088101
1679,gene-2126,-9.4969443311771
1680,gene-2127,-9.586631200346853
1681,gene-2129,-10.810593758069333
1682,gene-2130,-10.852606973927658
1683,gene-2131,-9.680616290482503
1684,gene-2132,-10.731779835291306
1685,gene-2133,-10.519150524716082
1686,gene-2134,-10.549095841472575
1687,gene-2135,-8.772633142049257
1688,gene-2136,-10.233776242732628
1689,gene-2137,-9.269503048892728
1690,gene-2139,-11.676809619166761
1691,gene-2140,-8.934754972685962
1692,gene-2142,-7.55039807749608
1693,gene-2143,-10.304564295948108
1694,gene-2144,-10.503660044223938
1695,gene-2145,-11.240594076070963
1696,gene-2146,-10.885008247656407
1697,gene-2147,-11.343274292556519
1698,gene-2148,-11.537759548236476
1699,gene-2149,-10.474001157742164
1700,gene-2150,-11.118112337739698
1701,gene-2151,-9.501051316263014
1702,gene-2152,-10.952182137644055
1703,gene-2153,-10.221879941063596
1704,gene-2154,-8.966518994780833
1705,gene-2155,-9.882028285565577
1706,gene-2156,-10.172792332235918
1707,gene-2157,-9.923035805464362
1708,gene-2160,-9.02645011381534
1709,gene-2162,-8.629204086097415
1710,gene-2163,-9.549388673102369
1711,gene-2164,-9.689630325243643
1712,gene-2165,-11.046936718230526
1713,gene-2166,-10.03485246212698
1714,gene-2167,-10.732095019066838
1715,gene-2168,-10.943525045684602
1716,gene-2169,-9.027681426399523
1717,gene-2170,-10.956862680659844
1718,gene-2171,-11.505039081589885
1719,gene-2172,-11.51230583829794
1720,gene-2174,-10.635255012992012
1721,gene-2175,-10.843961806323833
1722,gene-2178,-8.931534609757843
1723,gene-2179,-10.255683076269406
1724,gene-2181,-10.66385797529884
1725,gene-2182,-7.2331700985394
1726,gene-2183,-9.417568344726483
1727,gene-2184,-7.634414969813991
1728,gene-2185,-11.320267443949083
1729,gene-2186,-11.110439497189757
1730,gene-2187,-11.301722636062376
1731,gene-2188,-9.01359666782728
1732,gene-2189,-11.546973542206851
1733,gene-2191,-8.582694905186347
1734,gene-2193,-8.897951688901562
1735,gene-2194,-7.774892613722316
1736,gene-2195,-10.53667953925878
1737,gene-2196,-10.976742408820783
1738,gene-2197,-11.127517067152553
1739,gene-2198,-9.68913221202208
1740,gene-2199,-11.032502775035743
1741,gene-2201,-10.170548151404843
1742,gene-2202,-9.37339520425332
1743,gene-2203,-9.3967635316385
1744,gene-2204,-10.642742332556042
1745,gene-2205,-11.623031900270007
1746,gene-2206,-11.041669108549977
1747,gene-2208,-10.880619562758913
1748,gene-2209,-9.214315810697755
1749,gene-2210,-10.683403560017036
1750,gene-2211,-10.849296831490788
1751,gene-2212,-11.291286778142934
1752,gene-2213,-11.652067452017922
1753,gene-2214,-10.810840450260663
1754,gene-2215,-8.758076188174517
1755,gene-2218,-8.657550802006844
1756,gene-2219,-10.276941609571022
1757,gene-2220,-11.589656174283597
1758,gene-2221,-9.660557790893092
1759,gene-2222,-9.38822021002604
1760,gene-2223,-7.439034848774434
1761,gene-2224,-9.76556358122683
1762,gene-2226,-10.725426566763122
1763,gene-2227,-10.164961474255541
1764,gene-2228,-9.37308773780352
1765,gene-2229,-9.864558763220915
1766,gene-2230,-9.578419691729103
1767,gene-2231,-10.184131820485888
1768,gene-2233,-10.222457958814639
1769,gene-2234,-11.14643953333828
1770,gene-2235,-8.508993495870595
1771,gene-2236,-10.16988552429868
1772,gene-2237,-10.083136810642257
1773,gene-2238,-10.844513352109354
1774,gene-2239,-7.699292543490844
1775,gene-2240,-8.317038998689608
1776,gene-2241,-11.311597223259989
1777,gene-2242,-9.750565212664
1778,gene-2244,-10.785569610823387
1779,gene-2245,-9.583086518909015
1780,gene-2246,-9.734338889903759
1781,gene-2247,-10.095345195719862
1782,gene-2248,-10.1225591475633
1783,gene-2249,-9.124975234332197
1784,gene-2250,-10.47888719629337
1785,gene-2251,-9.675683242678417
1786,gene-2252,-10.705831710884135
1787,gene-2253,-10.819380478477333
1788,gene-2254,-10.715385118844353
1789,gene-2255,-10.124029984711335
1790,gene-2256,-8.795144994670528
1791,gene-2257,-10.111908242866534
1792,gene-2258,-11.022113947024343
1793,gene-2260,-9.044130506365372
1794,gene-2261,-10.93747808941493
1795,gene-2262,-10.69012175563078
1796,gene-2263,-11.420443959744702
1797,gene-2264,-10.900683521275237
1798,gene-2268,-11.28662920140809
1799,gene-2269,-10.93196333668082
1800,gene-2270,-10.785602824460929
1801,gene-2271,-9.376490256034547
1802,gene-2272,-11.19515380516533
1803,gene-2273,-8.746399572646732
1804,gene-2274,-10.734700181517779
1805,gene-2275,-9.60862546280612
1806,gene-2276,-9.913833885936102
1807,gene-2277,-8.460813486604387
1808,gene-2278,-10.85084506570389
1809,gene-2279,-10.557735484098835
1810,gene-2280,-9.799095531862788
1811,gene-2281,-9.788259488775385
1812,gene-2282,-9.922373566394525
1813,gene-2283,-9.575133540100753
1814,gene-2285,-10.781006707526915
1815,gene-2286,-9.464326803936633
1816,gene-2287,-10.80324208142612
1817,gene-2288,-8.76424767930674
1818,gene-2289,-9.522909385331864
1819,gene-2291,-9.09495105488127
1820,gene-2292,-8.986401643981628
1821,gene-2293,-10.552887279844049
1822,gene-2294,-9.643059445815153
1823,gene-2295,-10.52822634402476
1824,gene-2297,-11.079584269318792
1825,gene-2298,-8.97897258008089
1826,gene-2299,-8.786719856128546
1827,gene-2300,-11.019826615821485
1828,gene-2301,-9.919611453754383
1829,gene-2302,-9.63923917401467
1830,gene-2303,-10.032562165503867
1831,gene-2304,-8.407602286849903
1832,gene-2305,-10.100717390310322
1833,gene-2306,-10.050462773889329
1834,gene-2307,-7.99257153071988
1835,gene-2308,-8.65467612680931
1836,gene-2309,-10.64504267554195
1837,gene-2310,-11.073964978415399
1838,gene-2311,-10.234109986557542
1839,gene-2312,-10.009904947840013
1840,gene-2313,-9.870105135803607
1841,gene-2314,-7.979552756966922
1842,gene-2315,-8.630193855522199
1843,gene-2316,-11.350553165357375
1844,gene-2317,-10.90714788943882
1845,gene-2318,-9.038620257516468
1846,gene-2319,-11.094104382120385
1847,gene-2320,-8.897375845623124
1848,gene-2321,-8.828655873998432
1849,gene-2322,-9.524801759572371
1850,gene-2323,-9.454278902831188
1851,gene-2324,-9.003190427210512
1852,gene-2326,-10.327090512216646
1853,gene-2327,-8.7236887672834
1854,gene-2328,-10.51677043192075
1855,gene-2329,-10.50127022095462
1856,gene-2330,-8.581261653943193
1857,gene-2331,-9.256036385585992
1858,gene-2332,-10.294109045682255
1859,gene-2333,-10.239276258532714
1860,gene-2335,-10.75790919736056
1861,gene-2336,-8.96600125901084
1862,gene-2339,-10.418670884723214
1863,gene-2340,-9.513863344602722
1864,gene-2341,-10.82856940630986
1865,gene-2342,-10.516851363612757
1866,gene-2343,-9.909275938154847
1867,gene-2345,-10.168371633430803
1868,gene-2346,-8.536213825708934
1869,gene-2347,-10.832607898842797
1870,gene-2348,-11.294379423939567
1871,gene-2349,-10.597324854617977
1872,gene-2353,-10.392266994409782
1873,gene-2354,-9.830783569462424
1874,gene-2355,-10.866335876184943
1875,gene-2356,-9.929758367832084
1876,gene-2357,-10.541183070325523
1877,gene-2359,-9.173327886478784
1878,gene-2360,-10.337397886996717
1879,gene-2361,-10.280167318137963
1880,gene-2364,-11.085754021145936
1881,gene-2365,-9.61416328149818
1882,gene-2366,-10.949669897342046
1883,gene-2367,-10.093283496883263
1884,gene-2370,-11.074527063291281
1885,gene-2371,-10.573393502987885
1886,gene-2373,-10.542190023970882
1887,gene-2374,-8.559355269338282
1888,gene-2376,-9.956113739210174
1889,gene-2377,-10.12983091381086
1890,gene-2378,-11.50468248279941
1891,gene-2379,-10.627191015072771
1892,gene-2380,-10.668017615405576
1893,gene-2381,-11.577837103142809
1894,gene-2382,-11.26580271158616
1895,gene-2383,-11.004307475511052
1896,gene-2384,-10.221028575162938
1897,gene-2385,-8.093118380030592
1898,gene-2386,-8.997094909767183
1899,gene-2387,-10.216350190664853
1900,gene-2388,-10.12439446123985
1901,gene-2390,-9.311959506656642
1902,gene-2391,-11.053115487044359
1903,gene-2392,-10.71845388229713
1904,gene-2393,-10.859617048346974
1905,gene-2395,-10.592058682621866
1906,gene-2396,-11.419410841715962
1907,gene-2397,-9.115199606163207
1908,gene-2398,-10.783421751152604
1909,gene-2399,-9.645480877451652
1910,gene-2400,-10.222846935769592
1911,gene-2401,-9.547840270515987
1912,gene-2402,-10.672411138016184
1913,gene-2403,-9.215070691202449
1914,gene-2404,-10.096897529115619
1915,gene-2405,-10.234446910812615
1916,gene-2406,-9.652390697436664
1917,gene-2407,-10.691026841336138
1918,gene-2408,-11.071630283142046
1919,gene-2409,-8.600244815478279
1920,gene-2410,-10.931640083858772
1921,gene-2411,-10.564554783086713
1922,gene-2412,-9.96499020980287
1923,gene-2413,-10.230753897651345
1924,gene-2414,-9.845661748188851
1925,gene-2415,-8.419470742392884
1926,gene-2417,-9.513281399554279
1927,gene-2418,-11.363660824279478
1928,gene-2419,-9.909843134496205
1929,gene-2420,-9.45589514026126
1930,gene-2421,-9.453333950145913
1931,gene-2422,-10.646425679257437
1932,gene-2424,-11.634298777476845
1933,gene-2425,-9.807966822435608
1934,gene-2426,-9.7875189232364
1935,gene-2427,-11.171122561374982
1936,gene-2430,-9.960645250405266
1937,gene-2431,-10.211927502080288
1938,gene-2432,-10.780278252195139
1939,gene-2436,-11.005015745799197
1940,gene-2437,-9.492997540516935
1941,gene-2438,-9.387436677461967
1942,gene-2439,-10.532185763732382
1943,gene-2441,-10.579662316638352
1944,gene-2442,-8.640589897800252
1945,gene-2443,-9.676598685539386
1946,gene-2444,-8.982575801954985
1947,gene-2446,-10.323452588986697
1948,gene-2447,-11.29384088003694
1949,gene-2448,-10.946797925045747
1950,gene-2450,-9.38955089010677
1951,gene-2451,-8.434625113161516
1952,gene-2452,-9.500352070497033
1953,gene-2454,-10.340997541026573
1954,gene-2455,-10.349972823196358
1955,gene-2457,-11.035559506310165
1956,gene-2459,-9.983637478878086
1957,gene-2462,-9.076426076876592
1958,gene-2463,-11.276742670467023
1959,gene-2465,-9.58411053988614
1960,gene-2466,-10.132569531297614
1961,gene-2467,-10.649643065746643
1962,gene-2468,-10.08380317385785
1963,gene-2469,-10.917033042413767
1964,gene-2470,-9.85165101343644
1965,gene-2472,-10.451723136073987
1966,gene-2473,-9.08926760627367
1967,gene-2474,-7.899438437984159
1968,gene-2475,-9.255753021041459
1969,gene-2476,-11.062611972970288
1970,gene-2477,-11.467534352310958
1971,gene-2478,-9.48721939084667
1972,gene-2479,-9.32173317312869
1973,gene-2480,-10.880489441011722
1974,gene-2481,-9.766266962434694
1975,gene-2482,-10.627770013864493
1976,gene-2483,-11.452154390438446
1977,gene-2484,-10.724682459339567
1978,gene-2485,-8.417227098114818
1979,gene-2486,-10.485195307276154
1980,gene-2487,-11.094820488812426
1981,gene-2488,-9.074678548686249
1982,gene-2489,-10.183519747108617
1983,gene-2490,-10.884018446185424
1984,gene-2491,-11.31154597467077
1985,gene-2492,-8.277418740633323
1986,gene-2493,-10.333179608901895
1987,gene-2494,-10.530290624225913
1988,gene-2495,-11.13579315604054
1989,gene-2496,-9.206728544972458
1990,gene-2497,-9.292326173669709
1991,gene-2498,-8.889944040713218
1992,gene-2501,-10.78567954358081
1993,gene-2502,-11.577100397096752
1994,gene-2504,-9.759409736834856
1995,gene-2505,-10.928624106838068
1996,gene-2506,-10.5336787956946
1997,gene-2507,-10.245425080659272
1998,gene-2508,-11.543464239618471
1999,gene-2509,-8.610892822370449
2000,gene-2510,-8.53573514804217
2001,gene-2511,-9.661281052927649
2002,gene-2512,-9.975960153194677
2003,gene-2513,-11.339071373307371
2004,gene-2514,-11.282931454277815
2005,gene-2515,-10.452043481077814
2006,gene-2516,-11.146580040474946
2007,gene-2517,-10.018277408410086
2008,gene-2518,-11.590708260468972
2009,gene-2519,-10.1725188568121
2010,gene-2520,-9.08643602067805
2011,gene-2521,-9.863224082524859
2012,gene-2522,-10.895142380767854
2013,gene-2523,-9.973263369329885
2014,gene-2524,-9.59236514714393
2015,gene-2525,-8.557179227969064
2016,gene-2526,-11.158007823226688
2017,gene-2527,-10.387450951731653
2018,gene-2528,-9.804949464466633
2019,gene-2529,-9.273689101452211
2020,gene-2531,-9.644034600504687
2021,gene-2533,-11.676162380127199
2022,gene-2535,-10.817535194054281
2023,gene-2536,-9.362724988642158
2024,gene-2537,-10.338861304077863
2025,gene-2538,-10.697922149772939
2026,gene-2539,-11.645576299787788
2027,gene-2540,-9.065780186027183
2028,gene-2542,-10.69325848683211
2029,gene-2543,-10.877174021126171
2030,gene-2544,-10.71807680078823
2031,gene-2545,-11.35382310813152
2032,gene-2546,-10.007088834931041
2033,gene-2548,-10.059737303781533
2034,gene-2549,-11.586643868820817
2035,gene-2550,-9.749380069183177
2036,gene-2552,-11.116419533693778
2037,gene-2553,-8.92111851515989
2038,gene-2554,-10.01621263347459
2039,gene-2555,-10.224389885902989
2040,gene-2557,-10.042832527106599
2041,gene-2558,-9.644782694305679
2042,gene-2559,-9.71598141971407
2043,gene-2561,-10.984388537776262
2044,gene-2563,-10.625515175453
2045,gene-2564,-9.748678825373789
2046,gene-2565,-10.097255792641473
2047,gene-2568,-8.707379660599774
2048,gene-2570,-10.446501094256616
2049,gene-2571,-10.072075349673254
2050,gene-2572,-10.342637842157902
2051,gene-2573,-8.094285078406378
2052,gene-2574,-9.894788806765446
2053,gene-2575,-8.861490953222452
2054,gene-2576,-11.063670345453215
2055,gene-2577,-10.682592577819221
2056,gene-2578,-10.082313113227517
2057,gene-2580,-8.854158185326883
2058,gene-2581,-8.904693964824846
2059,gene-2582,-10.692586473342164
2060,gene-2584,-9.912328869839879
2061,gene-2585,-8.036603001314552
2062,gene-2586,-9.362103933932323
2063,gene-2587,-10.309159949422485
2064,gene-2588,-10.30113045380167
2065,gene-2589,-10.921373508052978
2066,gene-2590,-7.7863573789595115
2067,gene-2591,-10.343631384354378
2068,gene-2592,-8.266320628009003
2069,gene-2593,-9.93863668774366
2070,gene-2594,-7.643661513761807
2071,gene-2595,-10.359963981002856
2072,gene-2596,-10.854986410998743
2073,gene-2597,-11.256837618496428
2074,gene-2598,-10.00388952246555
2075,gene-2600,-11.189034403320594
2076,gene-2601,-11.048070329245252
2077,gene-2602,-10.036339546746675
2078,gene-2604,-10.755310973805114
2079,gene-2605,-10.211185815156064
2080,gene-2607,-11.260669851133395
2081,gene-2608,-8.768410554999338
2082,gene-2610,-9.295782558872617
2083,gene-2611,-11.456587810458034
2084,gene-2612,-10.73909653330865
2085,gene-2613,-11.104410502294899
2086,gene-2615,-10.774396453063321
2087,gene-2616,-10.336057565458605
2088,gene-2617,-9.995518778204437
2089,gene-2620,-11.237597368777935
2090,gene-2623,-11.128089109773972
2091,gene-2624,-9.52359381681123
2092,gene-2626,-11.684963611819315
2093,gene-2627,-9.956059545001278
2094,gene-2628,-10.789621639328981
2095,gene-2629,-10.997309704619214
2096,gene-2630,-8.467952930343642
2097,gene-2631,-10.945650638554165
2098,gene-2634,-8.194299314590648
2099,gene-2635,-10.40963541342717
2100,gene-2636,-9.580022765865523
2101,gene-2637,-9.953550184668567
2102,gene-2638,-11.409230052890779
2103,gene-2639,-10.287091692495533
2104,gene-2640,-8.066025301204624
2105,gene-2641,-10.25584003362235
2106,gene-2642,-9.329993217993906
2107,gene-2643,-8.48483783669134
2108,gene-2644,-9.574496915264097
2109,gene-2645,-11.066943253627315
2110,gene-2646,-10.427083647553614
2111,gene-2647,-7.349157125210466
2112,gene-2648,-9.655136480826066
2113,gene-2649,-7.96773840040701
2114,gene-2650,-8.9360542160023
2115,gene-2651,-9.998897275313048
2116,gene-2652,-10.391670544448196
2117,gene-2653,-9.392863014413509
2118,gene-2654,-10.899718561397485
2119,gene-2655,-10.331523530172975
2120,gene-2656,-11.648461336803246
2121,gene-2657,-10.04148900597058
2122,gene-2658,-11.38053297338348
2123,gene-2659,-9.914033663333194
2124,gene-2660,-11.303393922481494
2125,gene-2662,-10.24494622593918
2126,gene-2663,-11.24766478510864
2127,gene-2664,-9.73184190770303
2128,gene-2665,-10.219879536870373
2129,gene-2666,-11.17662287188428
2130,gene-2667,-11.10268527278309
2131,gene-2668,-11.131323503599702
2132,gene-2669,-10.759647504377465
2133,gene-2671,-9.327265299062095
2134,gene-2672,-10.96254131822624
2135,gene-2673,-10.707231437885781
2136,gene-2674,-11.653735660424758
2137,gene-2675,-10.631491268440145
2138,gene-2676,-9.5346228029439
2139,gene-2677,-9.596951715379166
2140,gene-2678,-8.256647993571534
2141,gene-2679,-10.779701208378015
2142,gene-2680,-9.227623575805362
2143,gene-2682,-8.749198935476059
2144,gene-2683,-9.395760426373345
2145,gene-2684,-10.890294231115616
2146,gene-2685,-8.703762340916143
2147,gene-2686,-9.392397534740404
2148,gene-2687,-9.505239998425582
2149,gene-2688,-11.343271065621417
2150,gene-2689,-8.920575609841357
2151,gene-2691,-11.50973121755867
2152,gene-2692,-10.725024900214407
2153,gene-2693,-10.647476066101502
2154,gene-2694,-11.030462386266889
2155,gene-2695,-10.183156095025103
2156,gene-2696,-10.41323714386491
2157,gene-2697,-9.489111256400413
2158,gene-2698,-9.928535564754494
2159,gene-2701,-11.156604578426707
2160,gene-2702,-10.776100175907358
2161,gene-2704,-8.65864596712544
2162,gene-2706,-8.278390324603059
2163,gene-2707,-7.022162983460837
2164,gene-2708,-9.661457048463118
2165,gene-2709,-11.429513043226768
2166,gene-2710,-6.463664807436584
2167,gene-2711,-11.217542981653606
2168,gene-2712,-10.740216005705317
2169,gene-2715,-10.03228150120474
2170,gene-2716,-9.652130475131331
2171,gene-2717,-10.320473338864417
2172,gene-2718,-11.377563052418454
2173,gene-2719,-9.802474553561442
2174,gene-2720,-11.255138893098895
2175,gene-2722,-9.421502212273744
2176,gene-2723,-10.50239958760739
2177,gene-2724,-10.254065348757901
2178,gene-2725,-10.19311236887966
2179,gene-2726,-10.074355866896271
2180,gene-2727,-10.338921573603974
2181,gene-2728,-9.423977906988886
2182,gene-2729,-8.540139833983927
