gene,tx,de_coef,de_se,de_pval,dv_coef,dv_se,dv_pval,de_pval_adj,dv_pval_adj
SCYL3,species,-0.34840788418290036,0.02613417126321646,2.935968873449178e-40,-0.08745056316080836,0.05979549743104844,0.13946067088023265,9.43309245744564e-40,0.37113102551823457
C1orf112,species,-0.07043182808299277,0.019302475498723038,0.0002263821677078537,-0.11550404439123539,0.04311190488726185,0.005227228221472925,0.00029988088600976196,0.03560141720978868
NIPAL3,species,0.06229099466513113,0.03041073156189758,0.04483883467933486,0.08144031884248978,0.06574601851513114,0.1905957250443528,0.05191934723938331,0.4488387705348345
AK2,species,-0.16576272158584116,0.019267295546681086,7.241086876921815e-18,-0.018326848747553852,0.04846059085464158,0.7702344177943975,1.5097945159800307e-17,0.9038676700590551
KDM1A,species,0.052212606357520244,0.01038957633689615,6.521119561133388e-07,-0.04209103331289884,0.03742039022562155,0.23778127595502413,9.682949295354381e-07,0.5107122614681411
ST7L,species,0.08999668502223583,0.016147699170891892,2.904859031056739e-08,-0.024580900338565397,0.047014932282456665,0.5588225992352189,4.551023154487055e-08,0.7927749693611673
DNAJC11,species,0.05042971424064377,0.0145389041283614,0.0007035709011330524,-0.07295338672149765,0.043463525792673964,0.07337777435655403,0.0009058446488824959,0.24751591470400813
E2F2,species,0.03571517860364952,0.029342092889561182,0.2124975450543064,0.03090393149100834,0.0543356447617398,0.4865561039768185,0.23191761559272334,0.7399727063000809
CSDE1,species,0.009554323531376398,0.007242332053326631,0.2231300630622587,-0.01389169517414816,0.03290657687567043,0.6764010983429791,0.24318356365974186,0.852948090260208
PAX7,species,0.2479722835314502,0.026768455533616238,2.3947706175178004e-20,-0.06779768338878343,0.043192203260759024,0.11145264307659986,5.297256911487077e-20,0.32507491467819327
SCMH1,species,0.15528226343950916,0.009001525610356872,6.719172446007543e-66,-0.018808268056591984,0.02792452310324047,0.4504038265538952,3.0974516457917264e-65,0.7126171452191695
