gene,tx,de_coef,de_se,de_pval,dv_coef,dv_se,dv_pval,de_pval_adj,dv_pval_adj
SCYL3,species,-0.25835347744763054,0.15435083061776148,0.10267410323779863,0.01566054440888284,0.23941788370135111,0.9033066478099033,0.20922539616696528,0.9881567484250651
C1orf112,species,0.080315285773744,0.10938635708973206,0.4496303499932951,-0.2929344108671664,0.26092373728707674,0.2742085903604052,0.6085850572019627,0.8585097004580312
AK2,species,-0.17993363274768057,0.10688616556239847,0.09482098065431191,-0.4513583538384895,0.2650291709410619,0.09159483380276831,0.19667787981994111,0.7400223549838311
KDM1A,species,0.13344971774424752,0.05931652286329847,0.025150047591950837,-0.032934938722393274,0.19520786919273772,0.828593855580961,0.06928478317542373,0.9810758832327073
ST7L,species,-0.035384179613780216,0.09190175856872283,0.6817716099166156,-0.16501344438835852,0.25177349195571863,0.5031814561942269,0.7976502828892417,0.9257636652179231
DNAJC11,species,0.1692068387546479,0.08665799583371674,0.05509688208146504,-0.15119463809084002,0.2904330464753678,0.5426288906862204,0.12872995307170337,0.9365782479533223
E2F2,species,0.1085096140253678,0.16721727625235747,0.546168497621131,0.13587666996879794,0.310133633404113,0.7584578278854366,0.6929507260366358,0.9710607084324021
CSDE1,species,-0.01604203326027177,0.04151455235702188,0.7201233493819028,0.15753105913686863,0.1755211701589895,0.35765843273922293,0.8261609299543189,0.881314101742634
PAX7,species,0.054155784520228144,0.14315714176718167,0.7207671279287471,-0.2770157238317061,0.22278873332550847,0.21087109187345998,0.8266559414329941,0.8433762284723663
SCMH1,species,0.13331687197775297,0.0518745393061996,0.010748125456560145,0.07794112445507019,0.15502530258225108,0.6275495427932286,0.03478200433017119,0.9555366818126493
ELOA,species,-0.016429227065339877,0.10184876369129388,0.8731044754879116,0.1268307947107241,0.2546001179267703,0.5771819721008218,0.9284622040264825,0.942862249758017
CLCN6,species,0.2115918900460232,0.10143544947903335,0.03997574221199291,0.04320734243013776,0.24851633167823323,0.9132039390162116,0.09992654279209383,0.9881567484250651
ATP1A2,species,-0.19582683807847018,0.1151996371216999,0.0877243662422428,0.06585049496329037,0.25916474014434604,0.7195917025709033,0.18492147542187334,0.9655432786836181
PLEKHO1,species,0.02898016075805714,0.10608238859341215,0.796005637123278,-0.38793063537857203,0.32221030421595437,0.25051153083166855,0.8761004747282592,0.8569664710944294
