gene,tx,de_coef,de_se,de_pval,dv_coef,dv_se,dv_pval,de_pval_adj,dv_pval_adj
SCYL3,species,-0.3352761428207907,0.026732020896171816,3.221780133095704e-36,-0.047502756091678755,0.06037303565879543,0.3917973077958786,9.742315493025815e-36,0.6581033295780914
C1orf112,species,-0.05925796327989589,0.01929794176991448,0.0020867480518669095,-0.08000527232841025,0.04340809549505888,0.054409044455792456,0.002629208728805337,0.20467294911054815
NIPAL3,species,0.06023526832019078,0.031019932324180113,0.05157517356595126,0.04969997947544177,0.06469324740900584,0.3966763963912703,0.05940266945134588,0.6615769782109029
AK2,species,-0.14971056067172078,0.01940169762755709,1.4776300660862308e-14,-0.019150718727793364,0.05059762286300919,0.7197212601702901,2.8308015450631477e-14,0.8760125218793652
KDM1A,species,0.047380514881972674,0.010522016567265044,6.52201168701188e-06,-0.037487602660904215,0.03771587194441055,0.32055217325085433,9.316989934094706e-06,0.5924100102448078
ST7L,species,0.07082887227644524,0.016432653449342936,1.551633015539203e-05,-0.03596480887495541,0.0454513077965562,0.460693593608287,2.181627714197478e-05,0.7150838433246484
DNAJC11,species,0.06500735791355433,0.014687026761201575,1.2556151485945276e-05,-0.07908147079065635,0.04329132832083618,0.0540775957424974,1.7733643036395356e-05,0.20399760469209532
E2F2,species,0.012915282283274496,0.029317069268002906,0.6609971984862527,0.006240132482257719,0.054087364921023014,0.906711548655125,0.681054255253115,0.9663220693705037
CSDE1,species,-0.002270338155932874,0.00725785003048805,0.733893308384762,0.017969640633905045,0.03344323913008456,0.565450142546143,0.7511230978081684,0.7875475865620927
PAX7,species,0.23211370512232393,0.02686630099217986,5.1065230776254685e-18,-0.10909978241935094,0.04357301933665199,0.01336533179744422,1.0708414374699907e-17,0.07438138908832964
SCMH1,species,0.16246476872051277,0.009083649344944435,1.773104258981054e-71,-0.00878490973071823,0.027711148005064138,0.7092500425645298,8.717762606656848e-71,0.8713432658087306
ELOA,species,-0.10431865638562621,0.017898478431401226,5.326941814061278e-09,-0.08234420285016147,0.04800213784114657,0.10268470992975393,8.565678773553043e-09,0.30715186032973196
CLCN6,species,0.20711718871357582,0.01736804217553182,2.0411092720609365e-32,0.027016678372870914,0.048629814591715434,0.5158507743243133,5.811532822156084e-32,0.754055919379181
ATP1A2,species,-0.3178328410959631,0.02062260854469078,1.3055310740557848e-53,0.007272682924878711,0.04759845014648955,0.8850988771608082,5.142822458893445e-53,0.9563872847351473
PLEKHO1,species,-0.11058806569293331,0.018305630215719144,1.5792520159755068e-09,-0.0048881868314982,0.04519976399101322,0.8800501250554997,2.5865979063577126e-09,0.9539650961887701
KPNA6,species,0.0038658530971317426,0.016113704223622485,0.8524262499106119,0.0608393425966647,0.04572306785254619,0.22923723850360905,0.8644338049946461,0.4913344264581973
SARS1,species,-0.178951824014151,0.02661375229933017,1.3786993702142299e-11,0.04938459126085432,0.06162916354597409,0.41337246735406824,2.4132620919185953e-11,0.6771829786409365
LRRC7,species,1.4099059319715306,0.043412631609367355,4.0196531497365653e-231,0.22231014334698396,0.08467877413919535,0.010121543732295702,6.209098083854887e-230,0.059987729355985175
ADSS2,species,0.25139417027426775,0.02149465961461882,2.8231146916212533e-31,0.04762244890706013,0.047603945996030135,0.3258429934478831,7.850099569508142e-31,0.597823233478031
ZZZ3,species,0.09378010152263438,0.010612894720148204,1.4673743202523126e-18,-0.030781240613807926,0.035911850726029614,0.3611009841272534,3.1061468278985425e-18,0.6315042171710624
FBXO42,species,0.09420770209944833,0.013705952543426856,7.439975815181346e-12,0.14527262129857016,0.04385807050088444,0.0011531750751613374,1.3166777226370774e-11,0.010190275692332223
TRIT1,species,0.2244365776391534,0.01811445478402014,4.648321413815495e-35,0.011830574270062002,0.04986830806103887,0.8259684372941651,1.3795528795087062e-34,0.9303766656599091
TPR,species,0.1660634096930379,0.007802279955077195,2.8008721901350587e-100,-0.013972545818716776,0.03310348229647044,0.7306611539742496,1.791234236021989e-99,0.8826197775917389
VPS13D,species,0.1069218207084539,0.011598779208807287,2.980363029654082e-20,-0.030800740529569267,0.03858078093161047,0.40233778115091234,6.552790331660292e-20,0.666325157785953
H6PD,species,-0.03933858825997334,0.030081909598004743,0.1988270708515349,-0.09174104240999144,0.06308829965814634,0.13866719559255813,0.21744892334104451,0.3704873966002055
PER3,species,-1.351545235863803,0.01607674365357186,0.0,0.20820536857825997,0.03478323523450372,1.3229501698062e-09,0.0,3.73424100088822e-08
SIKE1,species,0.06257494194665146,0.026304256360495576,0.017364154998257574,0.013931298836978556,0.05512735137771872,0.7576183324573429,0.02067939357585782,0.8983123382884209
THRAP3,species,-0.0731688379221803,0.008234033838097588,4.1029981383766335e-19,0.007185439810415442,0.03112903760947003,0.7493999898093971,8.794380331013779e-19,0.8935635496177389
ARID4B,species,0.13174781608832983,0.007793319933631231,6.710768975942567e-63,-0.08141734768327932,0.035587823161669314,0.015874313193489857,2.9869202583222533e-62,0.08485404334421996
SDCCAG8,species,0.16018913715178468,0.011691935846169635,5.393821299941579e-42,-0.004086435715650298,0.0314524832710445,0.9150375211986278,1.7858783012928934e-41,0.9692628818636113
