gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-12.819849158034092,-12.38467954768327,-12.673639263708822
LINC01409,-12.050946474496476,-11.894506986147363,-12.129082922576814
ENSG00000290784,-13.030914579275281,-12.85552214707071,-13.01895736468615
LINC00115,-12.480041754321466,-12.426087583820841,-12.64483992287113
LINC01128,-10.433897512404931,-10.568530229341508,-10.622389991290706
SAMD11,-12.146987183412934,-12.076827458044413,-12.009658963541648
NOC2L,-10.323741695684133,-10.493333771422124,-10.418508290623652
HES4,-10.664999324694913,-10.712089507211326,-11.607120531796891
ISG15,-11.224774185996507,-11.18336543816088,-11.013437082987394
AGRN,-11.671792960859735,-11.567694941433302,-12.162520228444608
C1orf159,-10.965792939345047,-11.072896104320325,-11.17899477771917
SDF4,-9.99504997436233,-10.163178457055436,-10.172528803783743
B3GALT6,-11.108182949216605,-11.179957505852633,-11.239014273669516
UBE2J2,-10.361812477585355,-10.417553997659933,-10.405990944017304
ACAP3,-11.854586672531042,-11.999397537206542,-12.090509485122096
PUSL1,-11.952591338993546,-12.095754433365574,-12.170916289606152
INTS11,-11.016623099693495,-11.211050757344129,-11.10079251975276
CPTP,-12.175269213700656,-12.244376938679249,-12.290894169281518
DVL1,-12.49362040573087,-12.62383208697459,-12.328469808051734
MXRA8,-11.505178036878064,-11.221718678752241,-11.631813678259272
AURKAIP1,-9.312651973005895,-9.452987948889264,-9.374565442396468
CCNL2,-9.241319890115442,-9.195549621360453,-9.549584398301189
MRPL20-AS1,-11.928121679862182,-11.929063975697092,-12.070563575645263
MRPL20,-8.992020556671866,-9.087822094729106,-9.090447196526801
VWA1,-12.305595613920605,-12.404959242543661,-12.79146679397188
ATAD3B,-12.018515664420919,-12.059198324648348,-11.993164886694963
ATAD3A,-11.207499252072097,-11.40855669381997,-11.543276657641725
TMEM240,-12.657983217156312,-12.717545623097305,-12.76755319314369
SSU72,-9.505924524080292,-9.50214089261901,-9.541100292856568
FNDC10,-11.901121590302623,-11.922836903089559,-12.584515823862066
ENSG00000272106,-11.396262973701448,-11.574566603412567,-11.471481318389793
MIB2,-11.256052287097859,-11.395667180127816,-11.351718089590777
MMP23B,-11.808996059794385,-11.990842719225506,-13.231334203284709
CDK11B,-10.37815535736908,-10.596045713148794,-10.495797190945764
SLC35E2B,-10.5002100684952,-10.43056045332338,-10.602490610859507
CDK11A,-10.659187117444132,-10.882585302788048,-10.921287964753153
ENSG00000290854,-11.501828387409489,-11.385497245483618,-11.698950253596056
NADK,-11.347784521054551,-11.385784324934908,-11.376084294225793
GNB1,-8.719141225583153,-8.825728986241886,-8.897166441203385
PRKCZ,-10.960084112387454,-10.950791774996057,-11.059545460335091
FAAP20,-9.824319441930907,-10.050165512651613,-9.911812701759414
SKI,-10.559093233224322,-10.600408244041702,-10.751106130419252
